word	freq	syllables	flags	bucket	context
กระทู้ถาม	3	กระ-ทู้-ถาม		AUTO	ฆี่ยนขู่กระทู้ถามเรารู้เท่า
หมิ่นประมาท	3	หมิ่น-ประ-มาท		AUTO	ลชาญฉกาจหมิ่นประมาทตอบความตาม
เป็นไข้	3	เป็น-ไข้		AUTO	ารย์ท่านเป็นไข้นางถามว่าท
สัต	3	สัต		AUTO	แต่เพียงสัตย์ซื่ออย่า
ทุ้ม	3	ทุ้ม		AUTO	ิเวกทั้งทุ้มเอกอักษรชะ
หนีบ	3	หนีบ		AUTO	รมีจึงจะหนีบวชบ้างเป็น
กะเลียว	3	กะ-เลียว		AUTO	ับพาชีสีกะเลียวไม่ลดเลี้ย
แว้ง	3	แว้ง		AUTO	แพลงพลิกแว้งวัดเสียวสั
ฟอด	3	ฟอด		AUTO	พลางเฟ้นฟอดกอดคอค่อยค
ดอด	3	ดอด		AUTO	งทางประชดอดไม่ได้เขาว
จักขุ	3	จัก-ขุ		AUTO	กมีชายดุจักขุบอดมันลอบล
ลายลักษณ์	3	ลาย-ลัก		AUTO	ะดาษเป็นลายลักษณ์ศักราชชาติ
สืบพันธุ์	3	สืบ-พัน		AUTO	้องกันจะสืบพันธุ์พงศ์กษัตริ
แม่สื่อ	3	แม่-สื่อ		AUTO	นหรือนางแม่สื่อสองทัพรับอ
ม่านสองไข	3	ม่าน-สอง-ไข		AUTO	ับพลาทองม่านสองไขพร้อมโอรสอ
ถึงฆาต	3	ถึง-ฆาต		AUTO	ร้ายนั้นถึงฆาตอย่าอาจหาญ
นั่นแน่	3	นั่น-แน่		AUTO	งรำภาว่านั่นแน่แลที่ลานพร
วุธ	3	วุธ		AUTO	ครื่องอาวุธอย่างบังคั
ดินประสิว	3	ดิน-ประ-สิว		AUTO	าขี้ริ้วดินประสิวดินดำกำมะถ
ในไส้	3	ใน-ไส้		AUTO	งธาตุฆาตในไส้ชะตาเสียเด
พ่วง	3	พ่วง		AUTO	องดูผ่องพ่วงเปล่งดังดว
ถ่อม	3	ถ่อม		AUTO	ช่ชั่วทำถ่อมตัวตอบความ
มักง่าย	3	มัก-ง่าย		AUTO	าขายอย่ามักง่ายเงินก็ลองท
ประแจ	3	ประ-แจ		AUTO	เข้าไปไขประแจเข้าตึกแต่
ไฝ	3	ไฝ		AUTO	ผีนั้นมีไฝทูลสนองสอง
หมิ่น	3	หมิ่น		AUTO	รรู้จะดูหมิ่นต้องละถิ่น
เชิดชู	3	เชิด-ชู		AUTO	มือนช่วยเชิดชูพักตร์เป็น
เตาไฟ	3	เตา-ไฟ		AUTO	อข้าวแบกเตาไฟ¦ต่างตัวสั
พิชัย	3	พิ-ชัย		AUTO	านเรื่องพิชัยสงครามตามบ
ว่างเว้น	3	ว่าง-เว้น		AUTO	มศรีด้วยว่างเว้นเป็นม่ายมา
สิว	3	สิว		AUTO	จะไปด้วยสิวะเร่งสะสมช
เกินเลย	3	เกิน-เลย		AUTO	อจะเคยทำเกินเลยล้ำเหลือน่
กระดอน	3	กระ-ดอน		AUTO	งเปรื่องกระดอนกระเดื่องด
ระเริง	3	ระ-เริง		AUTO	รมณ์ชื่นระเริงรื่นเริ่มแ
ขลิบ	3	ขลิบ		AUTO	ผ้าทิพย์ขลิบมะยมชายไหว
งีบ	3	งีบ		AUTO	กเสียสักงีบอย่าแหนบหน
เหนื่อยเหน็ด	3	เหนื่อย-เหน็ด		AUTO	วงสมรนางเหนื่อยเหน็ดเข็ดใจพิไร
ตั่ง	3	ตั่ง		AUTO	ึ้นเตียงตั่งถนอมนั่งแน
พระชนม์	3	พระ-ชน		AUTO	เอ๋ยสิ้นพระชนม์จนพระศพไม่
กฎ	3	กฎ		AUTO	ล่เผลเอากฎหมายเดินทา
เผ็ดร้อน	3	เผ็ด-ร้อน		AUTO	ห็นจะพานเผ็ดร้อนค่อยผ่อนผั
สะเทิน	3	สะ-เทิน		AUTO	นขวยเขินสะเทินที¦ทั้งลูก
จ่อ	3	จ่อ		AUTO	เอาเพลิงจ่อจุดเผาสำเภ
ยักเยื้อง	3	ยัก-เยื้อง		AUTO	ลืองอย่ายักเยื้องเกี้ยวพานน
ขื่อ	3	ขื่อ		AUTO	อนหนึ่งเขื่อนขัณฑ์ยังต
ตอแย	3	ตอ-แย		AUTO	เลียมล่อตอแยไม่แลเลยด้
เกินการ	3	เกิน-การ		AUTO	งศ์วานก็เกินการดาลเดือดไม
โหยหิว	3	โหย-หิว		AUTO	มิใช่จักโหยหิวให้ผิวผอมด
ฟู่	3	ฟู่		AUTO	เสียงฟุบฟู่ฟุ้งฟูมดัง
เลื่อง	3	เลื่อง		AUTO	องให้ลือเลื่องมนต์กูผู้อ
เทียมเท่า	3	เทียม-เท่า		AUTO	ทุกข์ทับเทียมเท่าภูเขาหลวงเ
ชันโรง	3	ชัน-โรง		AUTO	ันกันประชันโรง¦อยู่พร้อม
ซุกซ่อน	3	ซุก-ซ่อน		AUTO	ข์จะต้องซุกซ่อนกายเพราะอา
ถ่าง	3	ถ่าง		AUTO	ีนจะต้องถ่างบนกางเขนน้
โป้ปด	3	โป้-ปด		AUTO	งอย่าได้โป้ปดประชดกู¦กู
การวิก	3	การ-วิก		AUTO	นกการเวกการวิกให้จิกผีโล
ยัดเยียด	3	ยัด-เยียด		AUTO	่นพระลานยัดเยียดเบียดไม่ไห
ขลาด	3	ขลาด		AUTO	ี้นี่ขี้ขลาดน้ำใจชาติต
ข่มขู่	3	ข่ม-ขู่		AUTO	เสียงดังข่มขู่กูหรือหวะม
ขีด	3	ขีด		AUTO	เกราะกีดขีดเชือดพอเลื
ระเหหัน	3	ระ-เห-หัน		AUTO	งรบรวนเรระเหหันทั้งสามนาง
เลือดฝาด	3	เลือด-ฝาด		AUTO	ับดาษลุยเลือดฝาดฟูมฟองออกน
บูชายัญ	3	บู-ชา-ยัญ		AUTO	หตุเจตนาบูชายัญกำหนดวันหน
มุทะลุ	3	มุ-ทะ-ลุ		AUTO	้งดื้อดุมุทะลุเลโลโมโหหุ
ถ่าน	3	ถ่าน		AUTO	ม่รู้อันถ่านเก่าเถ้าคง
คลอดลูก	3	คลอด-ลูก		AUTO	าแล้วแม้คลอดลูกปลูกเลี้ยง
เอื้อเฟื้อ	3	เอื้อ-เฟื้อ		AUTO	งโอบอ้อมเอื้อเฟื้อกับเนื้อไข
หิ่งห้อย	3	หิ่ง-ห้อย		AUTO	เกียงดับหิ่งห้อยวับแวมเรือ
สำรวย	3	สำ-รวย		AUTO	ไรซ้ำที่สำรวยดีกว่ามวยผ
มวยผม	3	มวย-ผม		AUTO	วยดีกว่ามวยผมฝรั่งฟังคา
จุณ	3	จุณ		AUTO	ยขวาขวัญจุณจันทน์เจิม
นี้แหละ	3	นี้-แหละ		AUTO	ดูเอาวันนี้แหละสิหนาทำฮึด
ท้าวแขน	3	ท้าว-แขน		AUTO	นสาวนั่งท้าวแขนจะหวงแหนเอ
ซื้อขาย	3	ซื้อ-ขาย		AUTO	ว้หรือจะซื้อขายนิ่งดูเล่น
ดูดู๋	3	ดู-ดู๋		AUTO	ห้ผันผายดูดู๋ดื้อถือตัว
นิ้วมือ	3	นิ้ว-มือ		AUTO	ายแสงถูกนิ้วมือถือกระบองก
หงอย	3	หงอย		AUTO	งเซาเหงาหงอยคอยอาทิตย์
หงุดหงิด	3	หงุด-หงิด		AUTO	งหงอยจิตหงุดหงิดใจจึงว่าพี
โจษ	3	โจษ		AUTO	ับร้อยพลโจษนับโกฏิแสน
ไร่นา	3	ไร่-นา		AUTO	ให้สำราญไร่นาที่ค้าขายเ
ดิบดี	3	ดิ-บดี		AUTO	ระทีปให้ดิบดีลาไปที่หลั
อินทรี	3	อิน-ทรี		AUTO	งกสิณให้อินทรีย์ลอยขึ้นท
เหม็นสาบ	3	เหม็น-สาบ		AUTO	มหยาบฉันเหม็นสาบหนังเนื้อม
เปรี้ยวปาก	3	เปรี้ยว-ปาก		AUTO	หมากความเปรี้ยวปากเหลือแหล่แ
กรีดเล็บ	3	กรีด-เล็บ		AUTO	พระบุตรีกรีดเล็บเก็บกาหลงบ
ตรู	3	ตรู		AUTO	ให้ชนะศัตรูกู้บูรีอย่
โฉดเฉา	3	โฉด-เฉา		AUTO	ือโหดพวกโฉดเฉามิฟังว่ารา
โลโต	3	โล-โต		AUTO	วขึ้นขี่โลโตไล่โยธารุม
แยกเขี้ยว	3	แยก-เขี้ยว		AUTO	เขียวยืนแยกเขี้ยวขวางหน้าโย
ร่มเกล้า	3	ร่ม-เกล้า		AUTO	ยดับร้อนร่มเกล้าฝูงสาวสรรค
เยือก	3	เยือก		AUTO	พื้นสุธาเยือกเย็นเกิดเป
ม้าอ้วน	3	ม้า-อ้วน		AUTO	้งทอดมันม้าอ้วนแกงบวนเนื้
โป่ง	3	โป่ง		AUTO	เหมือนผีโป่งพูดได้หลาย
โละ	3	โละ		AUTO	ั่งบังอะโละจงแต่งโต๊ะ
ลงเอย	3	ลง-เอย		AUTO	นอนเลยพอลงเอยก็พอแจ้งแส
ท่องเที่ยว	3	ท่อง-เที่ยว		AUTO	¦ไฉนต้องท่องเที่ยวแสวงคู่น่า
ปลื้มใจ	3	ปลื้ม-ใจ		AUTO	บลืมด้วยปลื้มใจยิ้มละไมใน
กรีธาพล	3	กรี-ธา-พล		AUTO	รยกทัพจรกรีธาพลาพล¦ด้วยเท
พึ่งพิง	3	พึ่ง-พิง		AUTO	ายหญิงจงพึ่งพิงผู้บำรุงซึ
พลุ	3	พลุ		AUTO	รงก็โพลงพลุ่งเป็นเปลว
วอด	3	วอด		AUTO	นีรอดไม่วอดวายคุณของส
ขื่นขม	3	ขื่น-ขม		AUTO	่นอื่นก็ขื่นขมต้องเหินห่
มนตร์	3	มน		AUTO	พทพระเวทมนตร์¦พระอภัยสุ
กบิล	3	กะ-บิน		AUTO	กปากอ่าวกบิลพัสดุ์ระลอ
หยัน	3	หยัน		AUTO	ลยมาเย้ยหยันยิ่งแค้นคั
วู่	3	วู่		AUTO	ียงหวี่หวู่อู้ไปเข้าค
ละลอก	3	ละ-ลอก		AUTO	ายออกตามละลอกมาลิบลิบรี
ถี	3	ถี		AUTO	างกลางวิถีพวกฝรั่งไล
มัติ	3	มัติ		AUTO	ระฉอกฉานมัติมิงคล์กลิ้
งคล์	3	ง		AUTO	านมัติมิงคล์กลิ้งท้องช
ชื้น	3	ชื้น		AUTO	ไชยยังใจชื้นจนกลางคืนค
เทียว	3	เทียว		AUTO	สวทั้งธงเทียวเขียวขำดูอ
เปรื่องปราด	3	เปรื่อง-ปราด		AUTO	ื่องทั้งเปรื่องปราดประชาราษฎร
ตำนาน	3	ตำ-นาน		AUTO	้างอย่างตำนานเรื่องนิทา
พรรค์	3	พัน		AUTO	มาทุกวันพรรค์อ้ายโจรต้อ
โอม	3	โอม		AUTO	าจารย์ก็โอมอ่านไสยเวท
เยซู	3	เย-ซู		AUTO	อองค์พระเยซูมาชูช่วยให
ลี้ลับ	3	ลี้-ลับ		AUTO	่นี่เห็นลี้ลับจงกำชับพวก
ทั่ง	3	ทั่ง		AUTO	ไปให้กระทั่งฟังเนื้อคว
เข้านอน	3	เข้า-นอน		COMPOSED	ลากรกลับเข้านอนอยู่ห้องมอ
คนเจ็บ	3	คน-เจ็บ		COMPOSED	ังเกิดฝนคนเจ็บเป็นเหน็บช
ลมล่อง	3	ลม-ล่อง		COMPOSED	ึกโครมพอลมล่องกองยาพากัน
ไล่หา	3	ไล่-หา		COMPOSED	ไปเที่ยวไล่หาแล้วพูดกัน
ไม่ได้เรื่อง	3	ไม่-ได้-เรื่อง		COMPOSED	นจะรบกันไม่ได้เรื่องให้เปลืองต
สืบสาว	3	สืบ-สาว		COMPOSED	ใช้พหลไปสืบสาวราวความตาม
ภาษาไทย	3	พา-สา-ไท		COMPOSED	ได้พูดจาภาษาไทยจงเข้าไปพล
ต้องสู้	3	ต้อง-สู้		COMPOSED	ม่ต้องรบต้องสู้เป็นคู่ขัน
สังขารา	3	สัง-ขา-รา		COMPOSED	้วยปัญญาสังขาราอนิจจังไม่
เข้าทาง	3	เข้า-ทาง		COMPOSED	ชีวงจำจะเข้าทางกสิณดูถิ่น
งอกงาม	3	งะ-อก-งาม		COMPOSED	ดระดาดาษงอกงามตามซอกผาไม
นกแก้ว	3	นก-แก้ว		COMPOSED	ส่งเสียงนกแก้วพลอดยอดแก้
อุโลก	3	อุ-โลก		COMPOSED	มจับพุ่มอุโลกเลียบกระทา
จำปี	3	จำ-ปี		COMPOSED	ิงผาจำปาจำปีรสสุคนธ์มณ
จามรี	3	จา-มะ-รี		COMPOSED	ฝูงกระจงจามรีชะนีไพร¦พย
เล่นหาง	3	เล่น-หาง		COMPOSED	ิงโตเต้นเล่นหางที่หว่างเข
ตีฝีปาก	3	ตี-ฝี-ปาก		COMPOSED	นีจะใคร่ตีฝีปากตอบผิดระบอ
ข้างล่าง	3	ข้าง-ล่า-งะ		COMPOSED	นคั่นไว้ข้างล่างวางตะเกียง
ฤกษ์บน	3	เริก-บน		COMPOSED	้องคู่ดูฤกษ์บนพร้อมพหลพล
ขานยาม	3	ขาน-ยาม		COMPOSED	าการทหารขานยามให้ระไวระว
เป็นที่ตั้ง	3	เป็น-ที่-ตั้ง		COMPOSED	เอาขันตีเป็นที่ตั้งจึงหยุดยั้
ดูก่อน	3	ดู-ก่อน		COMPOSED	จฤๅษีว่าดูก่อนพระอาจารย์
ตัดราคา	3	ตัด-รา-คา		COMPOSED	อเองหรือตัดราคาตัณหาขาดมึ
แข็งข้อ	3	แข็ง-ข้อ		COMPOSED	้งรอบ้างแข็งข้อวิ่งกลมระด
ตัวอย่าง	3	ตัว-อย่าง		COMPOSED	อาไว้กันตัวอย่างกลัวเกรงทา
ข้าวสุก	3	ข้าว-สุ-กะ		COMPOSED	ยนได้แต่ข้าวสุกคลุกปลาย่า
ดอกกระมัง	3	ดอก-กระ-มัง		COMPOSED	อนอนหลับดอกกระมังบังสิงขรทั
ว่าราชการ	3	ว่า-ราด-กาน		COMPOSED	น่อวรนาถว่าราชการฝ่ายทหารเส
พวกเขา	3	พวก-เขา		COMPOSED	องล่าหนีพวกเขามากไล่บุกเ
ลาก่อน	3	ลา-ก่อน		COMPOSED	จึงว่าจะลาก่อนเมื่อจะจรย
ตั้งขึ้น	3	ตั้ง-ขึ้น		COMPOSED	ป็นแสงไฟตั้งขึ้นในทิศพายัพ
ตั้งแต่แรก	3	ตั้ง-แต่-แรก		COMPOSED	่พื้นแขกตั้งแต่แรกเจ้าแผ่นดิ
พฤกษ์	3	พะ-เริก		COMPOSED	าวประกายพฤกษ์เผ่นขึ้นเด
สัตว์ป่า	3	สัด-ป่า		COMPOSED	งดึกสงัดสัตว์ป่าคณาดงต่างก
บวชเรียน	3	บวด-เรียน		COMPOSED	ิตถวิลจะบวชเรียนเขียนอ่านก
มสาร	3	มะ-สาน		COMPOSED	งพอสองยามสารถีขี่ขับรถ
ตัวเปล่า	3	ตัว-เปล่า		COMPOSED	้นจะอยู่ตัวเปล่ามันเหงาหงอ
ตั้งหน้า	3	ตั้ง-หน้า		COMPOSED	เวียงวังตั้งหน้าไปหามิตรปร
เข็มขัด	3	เข็ม-ขัด		COMPOSED	วงสุวรรณเข็มขัดมั่นฝังจิน
กรอ	3	กะ-รอ		COMPOSED	ายแสงทินกรอาวรณ์หวังไ
ตัดสวาท	3	ตัด-สะ-วาท		COMPOSED	มัธยัสถ์ตัดสวาทขาดกระเด็น
ความสงสัย	3	ความ-สง-ไส		COMPOSED	์หักห้ามความสงสัยอันขันตีมี
กำหนดให้	3	กำ-หนด-ให้		COMPOSED	นขันตีมีกำหนดให้อดใจจงตั้ง
ฝากฝัง	3	ฝาก-ฝัง		COMPOSED	างโฉมได้ฝากฝังครูเฒ่าช่ว
ดับจิต	3	ดับ-จิด		COMPOSED	างวับถึงดับจิตด้วยชีวิตม
น้ำเย็น	3	น้ำ-เย็น		COMPOSED	ุฏิ์ตาหาน้ำเย็นตักมาเป็นโ
ภาคหน้า	3	ภา-คะ-หน้า		COMPOSED	ังนิพพานภาคหน้าให้ถาวร¦อั
สิทธิ	3	สิ-ทะ-ทิ		COMPOSED	มุนีฤๅษีสิทธิ์สำรวมกิจน
เลื่อนลอย	3	เลื่อน-ลอย		COMPOSED	วันเมฆก็เลื่อนลอยมาในอากาศภ
ความดี	3	ความ-ดี		COMPOSED	ปรานีเอาความดีสอนให้ในสั
ที่เที่ยว	3	ที่-เที่ยว		COMPOSED	ลำกำปั่นที่เที่ยวเสาะตามแก่
ตรวจการ	3	ตรวด-กาน		COMPOSED	้นานพลางตรวจการเภตราเร่งค
รูปเขียน	3	รูบ-เขียน		COMPOSED	าแต่เปิดรูปเขียนออกเวียนดู
บัญชาการ	3	บัน-ชา-กาน		COMPOSED	ดตรวจตราบัญชาการราชยานรถที
กลลวง	3	กล-ลวง		COMPOSED	ปากน้ำทำกลลวงแม้นได้ท่ว
หลักเมือง	3	หะ-ลัก-เมือง		COMPOSED	วรณ์ด้วยหลักเมืองร้ายอยู่รา
คลอง	3	คะ-ลอง		COMPOSED	แม่น้ำลำคลองทั้งสองฟาก
ช้างสาร	3	ช้าง-สาน		COMPOSED	็นการอันช้างสารเสียงามักก
ตรงนั้น	3	ตรง-นั้น		COMPOSED	นไรมีที่ตรงนั้นอย่ามั่นหม
เท่านั้นเอง	3	เท่า-นั้น-เอง		COMPOSED	ของดิฉันเท่านั้นเอง¦บาทหลวงได
ขาก	3	ขา-กะ		COMPOSED	าได้ว่าเขากูจะไปไต่ถา
ทหารปืนใหญ่	3	ทะ-หาน-ปืน-ใหญ่		COMPOSED	าด่านให้ทหารปืนใหญ่ทั้งซ้ายขว
ทองปราย	3	ทอง-ปราย		COMPOSED	าคาบศิลาทองปรายไว้หลายพัน
เป็นต่อ	3	เป็น-ต่อ		COMPOSED	ใบไม้ให้เป็นต่อห่อผ้าขาวเ
สุดที่รัก	3	สุด-ที่-รัก		COMPOSED	ิดถึงนุชสุดที่รักให้หนักใจถ
เมื่อก่อน	3	เมื่อ-ก่อน		COMPOSED	พระเชษฐาเมื่อก่อนได้ผิดพลั้
อุป	3	อุ-ปะ		COMPOSED	าช่วยชุบอุปถัมภ์เขาไม
เข้าหู	3	เข้า-หู		COMPOSED	กล่าวให้เข้าหูจะเท็จจริง
เพราะหู	3	เพราะ-หู		COMPOSED	จล่วงรู้เพราะหูผีแจ้งคดีเ
ลือลั่น	3	ลือ-ลั่น		COMPOSED	สนั่นบันลือลั่นสังข์แตรเซ
เรือดั้ง	3	เรือ-ดั้ง		COMPOSED	้องสนั่นเรือดั้งกันลอยรายช
ระหว่างทาง	3	ระ-หว่าง-ทาง		COMPOSED	กษาตรงไประหว่างทางทักษิณถึงก
พูดว่า	3	พูด-ว่า		COMPOSED	ค์มันไม่พูดว่ากระไรเที่ย
ไม่เบา	3	ไม่-เบา		COMPOSED	านพวกเราไม่เบาเลยทั้งเจ้
บังคับบัญชา	3	บัง-คับ-บัน-ชา		COMPOSED	อนผันตามบังคับบัญชาสารพันอย่า
เมืองออก	3	เมือง-ออก		COMPOSED	มื่อใดในเมืองออกยงยุทธ์จึ่
ต้องหา	3	ต้อง-หา		COMPOSED	ต้องซื้อต้องหาให้ช้าการก
ของกำนัล	3	ของ-กำ-นัน		COMPOSED	ตามทำนองของกำนัลรีบผายผันม
โดยประมาณ	3	โดย-ประ-มาน		COMPOSED	างกันดารโดยประมาณห้าเดือนไม
พระครู	3	พระ-ครู		COMPOSED	ญเจ้ากับพระครูผู้อาจารย์
งามพร้อม	3	งาม-พร้อม		COMPOSED	งร่างกายงามพร้อมไม่ผอมพี¦บ
ถมยา	3	ถะ-มะ-ยา		COMPOSED	รื่องทองถมยาราชาวดี¦ขึ
มยุเรศ	3	มะ-ยุ-เร-สะ		COMPOSED	นกิ่งเกดมยุเรศจับรังประด
ผู้ดีเก่า	3	ผู้-ดี-เก่า		COMPOSED	ฒ่าคนนี้ผู้ดีเก่ารู้เรื่องร
กลียุค	3	กะ-ลี-ยุ-คะ		COMPOSED	จ้งในการกลียุคทุกบุรินทร
ขายดี	3	ขาย-ดี		COMPOSED	งข้าวของขายดีมีราคาเรือ
เต็มใจ	3	เต็ม-ใจ		COMPOSED	นครราษฎรเต็มใจขอให้เป็น¦
แก้วกาหลง	3	แก้ว-กา-หลง		COMPOSED	ย์มะลิลาแก้วกาหลงทั้งคัดเค้
ขรม	3	ขะ-รม		COMPOSED	หว่างสิงขรมิได้พักโยธ
ทันตาเห็น	3	ทัน-ตา-เห็น		COMPOSED	นเสียให้ทันตาเห็นดั่งเจรจา¦
ถึงกำหนด	3	ถึง-กำ-หนด		COMPOSED	ล้วเสร็จถึงกำหนดแจกกฎหมายเ
เจ้าพระคุณ	3	เจ้า-พระ-คุน		COMPOSED	่อาจารย์เจ้าพระคุณเท่าเทียมฟ
ตีสำนวน	3	ตี-สำ-นวน		COMPOSED	ายกระบวนตีสำนวนต่างต่างไม
ปูม้า	3	ปู-ม้า		COMPOSED	หมู่หมู่ปูม้าแข้งขายาวว
ไม่ขาดสาย	3	ไม่-ขาด-สาย		COMPOSED	ื่อนกลาดไม่ขาดสายทั้งเต่าหอ
โลกธรรม	3	โลก-ทำ		COMPOSED	ตามวิสัยโลกธรรมต้องจำเป็น
รับไหว้	3	รับ-ไหว้		COMPOSED	้ใหญ่นางรับไหว้เขยรักทรงศ
ส่องแสง	3	ส่อง-แสง		COMPOSED	แจ่มแจ้งส่องแสงฉันม้าก็เห
เมื่อคืน	3	เมื่อ-คืน		COMPOSED	กถามพลันเมื่อคืนนั้นคิดถึง
พออาศัย	3	พอ-อา-ไส		COMPOSED	งยศพักพาพออาศัยกับพระยาม้
ประสก	3	ประ-สะ-กะ		COMPOSED	พลันเฮ้ยประสกเอ๋ยหวามาแ
ผิดที่	3	ผิด-ที่		COMPOSED	รือเองมาผิดที่มีสังเกตถิ
ชั้นฉาย	3	ชั้น-ฉาย		COMPOSED	นทร์เจ็ดชั้นฉายลงกระดานหา
กินใน	3	กิน-ใน		COMPOSED	ู่ทำมาหากินในถิ่นฐานค่อ
มิต	3	มิ-ตะ		COMPOSED	พวกประจามิตรที่คิดคดจ
น้ำลายไหล	3	น้ำ-ลาย-ไหล		COMPOSED	งปลิ้นตาน้ำลายไหลหมายจะกินใ
เต็มที่	3	เต็ม-ที่		COMPOSED	ักษ์ตื่นเต็มที่ไม่มีขวัญข
เสกเป่า	3	เสก-เป่า		COMPOSED	เฒ่าแล้วเสกเป่าโองการอ่าน
ตาลอย	3	ตา-ลอย		COMPOSED	ะดานัยน์ตาลอย¦จะใคร่ดูว
พล่าม	3	พะ-ล่าม		COMPOSED	เล่าเพัอพล่ามตามวิสัยอ้
ทำตา	3	ทำ-ตา		COMPOSED	ครเร่งไปทำตามกระทรวงเบ
แผลงฤทธิ์	3	แผล-งะ-ริด		COMPOSED	กศิษย์กูแผลงฤทธิ์ขึ้นจริงจร
ปอด	3	ปะ-อด		COMPOSED	าบเข้าในปอดว่าลอดเลยย
ลมชาย	3	ลม-ชาย		COMPOSED	งหรรษาพอลมชายบ่ายแสงสุร
เพลินใจ	3	เพลิน-ใจ		COMPOSED	เดินด้วยเพลินใจ¦มันจึงสั่
หลากหลาย	3	หะ-ลาก-หลาย		COMPOSED	ก็มากฟังหลากหลายมันจะเลอะเ
ไก่ชน	3	ไก่-ชะ-นะ		COMPOSED	ม่ได้พวกไก่ชนยิ่งแก่ตัว
สิ้นท่า	3	สิ้น-ท่า		COMPOSED	ดูช่างซนสิ้นท่าพวกบ้ากาม¦
ม้าน้ำ	3	ม้า-น้ำ		COMPOSED	ยองเหล่าม้าน้ำทำท่าม้าลำ
ช้างน้ำ	3	ช้าง-น้ำ		COMPOSED	นชลธีฝูงช้างน้ำนำโขลงชักโ
กลาโหม	3	กะ-ลา-โหม		COMPOSED	ทั้งหลายกลาโหมกรมท่าเสนา
ลายอย่าง	3	ลาย-อย่าง		COMPOSED	รู้เหตุหลายอย่างเพราะนางมา
ต่อมือ	3	ต่อ-มือ		COMPOSED	่นย่อไม่ต่อมือแตกกระพือย
ครองแผ่นดิน	3	ครอง-แผ่น-ดิน		COMPOSED	นพี่น้องครองแผ่นดินพระภูมินทร
ศาลเจ้า	3	สาน-เจ้า		COMPOSED	ล้วไปยังศาลเจ้าท้าวผีสิงใ
มยุรา	3	มะ-ยุ-รา		COMPOSED	มะเกลือ¦มยุราพระยาลอเสี
ตามเวลา	3	ตาม-เว-ลา		COMPOSED	สีวันยามตามเวลาแล้วให้ทรง
อย่างไรบ้าง	3	อย่าง-ไร-บ้าง		COMPOSED	อกชิงชัยอย่างไรบ้างในท่าทางรบ
ตกตะลึง	3	ตก-ตะ-ลึง		COMPOSED	ายคงจะงกตกตะลึง¦จะกล่าวข้
กาฝาก	3	กา-ฝาก		COMPOSED	คะขาเจ้ากาฝากอย่าพูดมาก
เสียคน	3	เสีย-คน		COMPOSED	ิลหาทั้งเสียคนพลทหารในพา
ผูกไมตรี	3	ผูก-ไม-ตรี		COMPOSED	ถาวรจำจะผูกไมตรีเป็นที่หวั
นอกเมือง	3	นอก-เมือง		COMPOSED	รื่องที่นอกเมืองชายป่าพนาส
ไกรลาส	3	ไกร-ลา-สะ		COMPOSED	วไนยเจ้าไกรลาสขอโอกาสมาช
นเรศ	3	นะ-เร-สะ		COMPOSED	งเกดฝูงโนเรศรายพลอดบนย
แสงเดือน	3	แสง-เดือน		COMPOSED	นแบ่งรับแสงเดือน¦กำลังรุ่น
เสริมส่ง	3	เส-ริม-ส่ง		COMPOSED	แต้มเติมเสริมส่งให้ทรงฟังพ
ปลาไหล	3	ปลา-ไหล		COMPOSED	พล่าคั่วปลาไหลเครื่องสำร
สมพงศ์	3	สม-พง		COMPOSED	สมศักดิ์สมพงศ์สมวงศ์วานน
ทรงกลด	3	ทรง-กลด		COMPOSED	ันทร์อันทรงกลดเมื่อเมฆหม
เช่นกัน	3	เช่น-กัน		COMPOSED	งเซ็นรับเช่นกันให้รางวัลต
ขอตัว	3	ขอ-ตัว		COMPOSED	เออออข้าขอตัวเรื่องข่มผ
พร้อมญาติ	3	พร้อม-ยาด		COMPOSED	เห็นจะมาพร้อมญาติคาดคะเนด้ว
ตอกหมัน	3	ตะ-อก-หะ-มัน		COMPOSED	ร่งขัดสีตอกหมันเอาชันยาทั
รองท้อง	3	รอง-ท้อง		COMPOSED	่างเรืองรองท้องทะเล¦เสวกา
การละเล่น	3	กาน-ละ-เล่น		COMPOSED	ทั้งจะมีการละเล่นทั้งเต้นรำ
นักบวช	3	นัก-บวด		COMPOSED	มนตราพวกนักบวชสวดละม้ายค
อย่างหนึ่ง	3	อย่าง-หนึ่ง		COMPOSED	ใดฟังอีกอย่างหนึ่งหญิงสอพลอพ
สาโรช	3	สา-โร-ชะ		COMPOSED	งแย้มผกาสาโรชลอออองกระท
ตาขาว	3	ตา-ขาว		COMPOSED	ม่อาจทักตาขาวราวกับผีฝ่
ชราภาพ	3	ชะ-รา-ภา-พะ		COMPOSED	ล่าก็แก่ชราภาพจะปรามปราบ
ขมา	3	ขะ-มา		COMPOSED	้มาง้อขอขมาบอกให้อากั
เสือกสน	3	เสือ-กะ-สะ-นะ		COMPOSED	งือกว่ายเสือกสนขึ้นว่ายวน
นามกร	3	นาม-กร		COMPOSED	ั้งขวากหนามกรวดทรายเอาร
พักผ่อน	3	พัก-ผ่อน		COMPOSED	มหาศาลจงพักผ่อนพลไพร่ให้ส
ข้อมือ	3	ข้อ-มือ		COMPOSED	คำถือสวมข้อมือศิษย์แซ่ตา
กระจับปี่	3	กระ-จับ-ปี่		COMPOSED	รับกันตีกระจับปี่โทนขลุ่ยรำ
