word	syllables	flags	context
ฮ้าเฮ้ย	ฮ้า-เฮี้ย	sound mismatch @2 (เฮ้ย vs เฮี้ย)	ทหลวงว่าฮ้าเฮ้ยออศิษย์หาก
อวยพร	อวย-พอน		้หายพลางอวยพรโพยภัยอย่า
พอใจ	พอ-ใจ		่างทางไปพอใจเพลินรีบดำ
ทะลึ่ง	ทะ-ลึ่ง		ยงอึงโลดทะลึ่งเลี้ยวลัดส
เกี้ยวพาน	เกี้ยว-พาน		นออกยุ่งเกี้ยวพานสำราญใจ¦ฝ่
บ้ากาม	บ้า-คาม		างหงส์สิบ้ากามปัวเปียจนเ
กระเด็น	กระ-เด็ด	sound mismatch @2 (เด็น vs เด็ด)	ดสวาทขาดกระเด็นลงตรองเห็น
เป็นควัน	เป็น-ควัน		ุริยาฟ้าเป็นควันจะด้นดั้นแ
สังเวช	สัง-เวด		งต่างเพศสังเวชใจ¦ฝ่ายพระ
ฝีปาก	ฝี-ปาก		จะใคร่ตีฝีปากตอบผิดระบอ
เข้าใกล้	เข้า-ไกล้		ียงชัยพอเข้าใกล้พวกรู้จักพ
พะวง	พะ-วง		ยลิบอย่าพะวงส่งให้ถึงข
คู่เคียง	คู่-เคียง		รียงเป็นคู่เคียงใส่ยาทั้งห
หลีกเลี่ยง	หลีก-เลี่ยง		ที่ยงคิดหลีกเลี่ยงเสียบ้างหว
ห่วงใย	หว่ง-ไย		่วงเพราะห่วงใย¦แต่ยังไม่
นงนุช	นง-นุด		เข้ามาขอนงนุชบุตรีศรีสว
มอดม้วย	มอด-ม้วย	sound mismatch @1 (มอ vs มอด)	ถบทจร¦จะมอดม้วยลงด้วยทุกข
ดินหู	ดิน-หู		นใหญ่ใส่ดินหูลากมาไว้สอ
พะงา	พะ-งา		สองกัลยาพะงางอนด้วยอาว
งอนง้อ	งอน-ง้อ		นกูก็ไม่งอนง้อมาขอทานอัน
พอได้	พอ-ได้		รอกไปหมดพอได้รสต่างผงกบ
โลมเล้า	โลม-เล้า		ยคงจะคิดโลมเล้าเอาอีเมียไ
เพียงนี้	เพียง-นี้		วพาทีการเพียงนี้ไม่สู้ยากล
ประทานโทษ	ประ-ทาน-โทด		ริ้วโกรธประทานโทษพงศ์กษัตริ
จับกุม	จับ-กุม		เสียเชิงจับกุมตะลุมบอน¦จ
ไพรสัณฑ์	ไพร-สัน		ู่ทำไมในไพรสัณฑ์เพราะละวัง
ประเวณี	ประ-เว-นี		นที่นอน¦ประเวณีมีทั่วทุกต
โมลี	โม-ลี		ายพระจอมโมลีศรีสุวรรณท
กรมท่า	กอน-ท่ม	sound mismatch @2 (ท่า vs ท่ม)	จ้งอักษรกรมท่าศาลากลาง¦แ
ของดี	ของ-ดี		มบัติเราของดีก็มีถมแต่ส
ละหาน	ละ-หาน		็นหงส์ลงละหานกระรอกเรีย
ถือว่า	ถือ-ว่า		ลาพาซื่อถือว่าพระอาจารย์
กฎหมาย	กด-หมาย		ล่เผลเอากฎหมายเดินทางกลา
กอดจูบ	กอด-จูบ		ดรอน¦นางกอดจูบลูบหลังพระ
มืดมน	มืด-มน		างวันที่มืดมนอนธการบันด
เล่าเรื่อง	เล่า-เรื่อง		าฤๅษีเองเล่าเรื่องเบื้องหลัง
มาทัน	มา-ทัน		ี่เลี้ยงมาทันใดพระปราศร
สาใจ	สา-ใจ		ับฆ่าให้สาใจ¦เพราะพวกพ
ยักย้าย	ยัก-ย้าย		ใคร่ครวญยักย้ายหลายประการ
บันได	บัน-ได		าชญ์กวาดบันได¦นางฤๅษีขี
ร้ายกาจ	ร้าย-กาด		งหยาบคายร้ายกาจอ้ายชาติกา
ปิดทาง	ปิด-ทาง		้ทอดขวางปิดทางข้างสิงขรท
ตั้งอยู่	ตั้ง-อยู่		ธาสมาทานตั้งอยู่ในศีลห้าไม
หักโหม	หัก-โหม		ดวงโคมจะหักโหมยากแท้ไม่แ
ถ่ายเท	ถ่าย-เท		นตรายคิดถ่ายเทคาดคะเนแสน
เชยชิด	เชย-ชิด		งมิตรที่เชยชิดพุ่มพวงดวง
เสียการ	เสีย-กาน		ยู่นานมาเสียการก็เพราะไทย
เค้ามูล	เค้า-มูน		นทูลเป็นเค้ามูลศึกมาถึงธา
น้องชาย	น้อง-ชาย		จ้าราเมศน้องชายไปไว้ด้วยพ
ย่ำฆ้อง	ย่ำ-ค้อง		ลบค่ำให้ย่ำฆ้องประโคมกลอง
ระย้า	ระ-ย้า		อยโหนโยนระย้าร้องหาผัวบ
พากเพียร	พาก-เพียน		ขียนค่อยพากเพียรตามระบอบที
เรียนรู้	เรียน-รู้		ย่าปูได้เรียนรู้มากมายหลาย
สุดสิ้น	สุด-สิ้น		ประภัสสรสุดสิ้นแสงสุริยาด
นวดฟั้น	นวด-ฟั้น		้ายศิษย์นวดฟั้นคั้นหัวเข่
นวลละออง	นวน-ละ-อง	sound mismatch @3 (ออง vs อง)	ทรามสงวนนวลละอองอย่าขัดข้อ
อ่อนใจ	อ่อน-ใจ		ชื้อไขก็อ่อนใจยากแค้นแสน
เทวัญ	เท-วัน		วิสัยถึงเทวัญชั้นฟ้าสุร
เข้าถึง	เข้า-ถึง		่อให้หลงเข้าถึงแยกทำแตกพล
หัวเราะ	หัว-เราะ		่หวาดไหวหัวเราะพลางทางว่า
รับคำ	รับ-คำ		¦ขุนเสนีรับคำพระดำรัสลา
อายเหนียม	อาย-เหนียม		มฉายทั้งอายเหนียมลงฟุบเฟี้ย
น่ารำคาญ	น่า-รำ-คาน		ไม่พูดจาน่ารำคาญคิดก็เป็นอ
ยิ้มแย้ม	ยิ้ม-แย้ม		่อยสำราญยิ้มแย้มดูแจ่มใสบา
ซูบผอม	ซูบ-ผอม		โศกรูปจนซูบผอมทุกเช้าค่ำ
มาลา	มา-ลา		ปักกุณฑลมาลาขนการะเวกล
คนทรง	คน-ซง		้นมิเข้าคนทรงให้วงศ์วาน
เที่ยงแท้	เที่ยง-แท้		ะแพ้เป็นเที่ยงแท้บุญเขามากย
ข้อความ	ข้อ-ความ		ยทูลถวายข้อความตามคดี¦ส่ว
ป้อมปราการ	ป้อม-ปรา-กาน		เข้าล้อมป้อมปราการชานชลาพวกโ
ทรงพระสรวล	ซง-พระ-สวน		คียงองค์ทรงพระสรวลเห็นแม่เลี
โดยดี	โดย-ดี		ว่ากล่าวโดยดีทั้งรี้พลใ
เสี้ยนหนาม	เสี้ยน-หนาม		บียนเป็นเสี้ยนหนามถึงดับความ
ฟั่นเฟือน	ฟั่น-เฟือน		าเปลี่ยวฟั่นเฟือนเหมือนกับเ
ยุพาพิน	ยุ-พา-พิน		การมารยายุพาพินไม่สุดสิ้น
สัตย์ซื่อ	สัด-ซื่อ		แต่เพียงสัตย์ซื่ออย่าดื้อดึ
ละเลิง	ละ-เลิง		กเปิงลอยละเลิงแล่นมาสิบห
ทำลาย	ทำ-ลาย		โมบครั้นทำลายตายเป็นผีก
บรรเทาทุกข์	บัน-เทา-ทุก		อยบางเบาบรรเทาทุกข์บังเกิดสุข
หุนหัน	หุน-หัน		งขุ่นให้หุนหันเป็นไรมีที
วางวาย	วาง-วาย		าญนางให้วางวาย¦แล้วถือปี
พิมพา	พิม-พา		ยงไสวฝูงพิมพาพาพวกพิมพา
สอพลอ	สอ-พลอ		ย่ามาพูดสอพลอให้อออือกู
ล้นหลาม	ล้น-หลาม		เห็นคนมาล้นหลามขู่ค่ารามแ
ห้อมล้อม	ห้อม-ล้อม		ส์พายแห่ห้อมล้อมบัลลังก์ที
ทั้งนี้	ทั้ง-นี้		ให้อาสัญทั้งนี้เราปลดปลอด
กลายเป็น	กลาย-เป็น		วหวานหายกลายเป็นขมผู้ที่จะ
ลวนลาม	ลวน-ลาม		ปรามอย่าลวนลามหนักไปน้อง
คัมภีร์	คำ-พี		ิโดยวิถีคัมภีร์ไสยก็รู้แท
บรรดามี	บัน-ดา-มี		่องผลผลาบรรดามีมาตั้งที่ส
มาตี	มา-ตี		ยู่นี่ยกมาตีรบพุ่งยุ่ง
ทัพบก	ทับ-บก		วีในบุรีทัพบกเร่งยกไป¦เ
ใหญ่หลวง	ใหย-หลวง	tone lost 1→0	ะทัยเป็นใหญ่หลวงอนาถนอนกรป
เชื่อฟัง	เชื่อ-ฟัง		รเรือหลงเชื่อฟังจะเข้าฝั่ง
เป็นกอง	เป็น-กอง		ใจปองจัดเป็นกองทัพใหญ่เรา
เต้นรำ	เต้น-รำ		้ศาลทั้งเต้นรำตามธรรมเนี
คนอื่น	คน-อื่น		ณฑลมีแต่คนอื่นใช่วงศ์พงศ
ขึ้นแท่น	ขึ้น-แท่น		ระนงคราญขึ้นแท่นรัตน์ชัชวา
ถ้าแม้	ถ้า-แม้		มนึกในใจถ้าแม้นได้เมียมา
กระหนก	กระ-หนก		ท่นบุษบกกระหนกทองประโคมก
กลไก	กน-ไก		่งพวกพลสกลไกรให้รีบไปส
กล้าแข็ง	กล้า-แข็ง		าลังกาสีกล้าแข็งมีขอบแดงดู
ล้อมวง	ล้อม-หวง		ดจุกช่องล้อมวงให้จงดี¦ฝ่
จันทรา	จัน-ทรา		ับฟ้าพระจันทรามืดมัวทั่ว
ฝึกสอน	ฝึก-สอน		นนครเร่งฝึกสอนช้างม้าให้
บาทา	บา-ทา		งทราบใต้บาทาฝ่าธุลีว่า
หมกมุ่น	หมก-มุ่น		หลวงเห็นหมกมุ่นให้ขุ่นหมอ
สู่สม	สู่-สม		ได้คู่มาสู่สมจึ่งแจ้งว่
สักหน่อย	สัก-หน่อย		อห้ามไว้สักหน่อยจึ่งค่อยจร
ว้าเหว่	ว้า-เหว่		งหมองมัวว้าเหว่ระเหระหนไม
จาบัลย์	จา-บัน		บพลาแล้วจาบัลย์¦สามพระองค
คึกคัก	คึก-คัก		ปักเสียงคึกคักโล่แพนดูแน
โสภา	โส-พา		อนมณีศรีโสภาทรงมหามงกุ
ฉุนเฉียว	ฉุน-เฉียว		่คุณอย่าฉุนเฉียวไม่ลวงหลอก
ประทัง	ประ-ทัง		ลือกำลังประทังทน¦อายพวกผ
ถ้าเช่นนั้น	ถ้า-เช่น-นั้น		ัยจึงว่าถ้าเช่นนั้นค่อยผ่อนผั
พระพักตร์	พระ-พัก		ายอาวรณ์พระพักตร์ผ่องเพียงจ
ซักถาม	ซัก-ถาม		พทไสยจึงซักถามตามประสงค์
กำดัด	กำ-ดัด		สุมาลัย¦กำดัดดึกเย็นเยี
หวาดไหว	หวาด-ไหว		นหมองให้หวาดไหวไปทั้งตัวห
ดึงดื้อ	ดึง-ดื้อ		้เสียแม้ดึงดื้อถือตัวทั้ง
จับตัว	จับ-ตัว		ันคงหลับจับตัวสังฆราชมาพ
ฝีมือ	ฝี-มือ		ดพร้อมคนฝีมือที่ซื่อตรง
เดชะบุญ	เด-ชะ-บุน		้เลยนะวะเดชะบุญแต่กูวุ่นพ
น้ำมนต์	น้ำ-มน		อใหญ่ใส่น้ำมนต์ไปตามก้นแก
สาวน้อย	สาว-น้อย		าวจัดสาวสาวน้อยใหญ่ในไอศู
เพลิดเพลิน	เพลิด-เพลิน		เจริญพระเพลิดเพลินพลางเรียกส
คีรี	คี-รี		บพลาหน้าคีรีแล้วจึ่งให
สะอาด	สะ-อาด		่นรวยสวยสะอาดให้เชิญภาช
พ้นภัย	พ้น-ไพ		นทำวนให้พ้นภัย¦ฝ่ายโยคีม
ฝึกฝน	ฝึก-ฝน		ับจนค่อยฝึกฝนสอนกันทุกว
เหรา	เห-รา		เท้าเป็นเหรากุมภาพาลจะ
อาคม	อา-คม		ให้เรียนอาคมประสมจิตผู
พิเคราะห์	พิ-เคราะ		ีความรู้พิเคราะห์ดูเห็นจะแน
สุขี	สุ-ขี		ุกข์เป็นสุขีบ้างร้องทู
ถือศีล	ถือ-สีน		ชะนางพวกถือศีลกินข้าวพอง
ประทม	ประ-ทม		งพรมตื่นประทมพร้อมพระวง
ทั่วประเทศ	ทั่ว-ประ-เทด		้อนราษฎรทั่วประเทศทั้งเศรษฐี
กุมารี	กุ-มา-รี		ตามประสากุมารี¦ฝ่ายพระอง
เจ็บป่วย	เจ็บ-ป่วย		ยด้วยการเจ็บป่วยมันก็เช่นเ
กระดูก	กระ-ดูก		ุ้งคงถูกกระดูกเหลวปัญญาก
จนกระทั่ง	จน-กระ-ทั่ง		ดาประดังจนกระทั่งหน้าม้าร้อ
นางกำนัล	นาง-กำ-นัน		ยสุรางค์นางกำนัล¦บ้างก็ไปค
ร่างกาย	ร่าง-กาย		่าชมชื่นร่างกายหมายว่าดี¦
พันลำ	พัน-ลำ		ำปั่นสักพันลำ¦แล้วหยิบห
แต่ละ	แต่-ละ		ะดับเพชรแต่ละเม็ดแจ่มจั
คุมเหง	คุม-เหง		ถัมภ์ไม่คุมเหงเกรงกลัวเห
ที่ทาง	ที่-ทาง		พราะเป็นที่ทางประโยชน์โพ
ร่ำไป	ร่ำ-ไป		รบกันเลยร่ำไปเพราะใจหวั
จำใจ	จำ-ใจ		มแต่ต้องจำใจรับกับทมิฬ
ให้การ	ให้-กาน		าวแม้นมิให้การใหญ่หลวงยก
ตีเมือง	ตี-เมือง		งทีคิดจะตีเมืองเราเอาเจ้า
อิ่มใจ	อิ่ม-ใจ		ยบาทหลวงอิ่มใจดั่งได้แก้
หน้าเป็น	หน้า-เป็น		คยพบเห็นหน้าเป็นหนูมันละเล
อาณา	อา-นา		ปในลังกาอาณาเขตเที่ยวบ
เป็นลม	เป็น-ลม		แล้วเกิดเป็นลมกล้าสลาตัน
แล้วแต่	แล้ว-แต่		คยนับถือแล้วแต่ท่านสารพัด
ขวนขวาย	ขวน-ขวาย		่พลจะได้ขวนขวายแก้ที่แน่ไ
บรรหาร	บัน-หาร		อฉันแล้วบรรหารจะออกไปเยี
ลิขิต	ลิ-ขิด		ิญทราบในลิขิตดั่งจิตจงพ
ยากแค้น	ยาก-แค้น		ื่นก็จัดยากแค้นถึงแสนเข็ญ
โจมจับ	โจม-จับ		้าศึกมันโจมจับจะรบรับสาร
ครรไล	คัน-ไล		เรือช่วงครรไลล่วงไปประณ
ขายหน้า	ขาย-หน้า		ย่าให้ไปขายหน้าจะมาถึงมัน
ย่างเยื้อง	ย่าง-เยื้อง		ึงจากนางย่างเยื้องมาอาศรมไม่
ชิงชัง	ชิง-ชัง		ทุรังมันชิงชังกันสาหัสเป
รู้เห็น	รู้-เห็น		ทรงธรรม์รู้เห็นเป็นพยานถ้
ปลอบประโลม	ปลอบ-ประ-โลม		จำจะช่วยปลอบประโลมนางโฉมศรีค
พอที่	พอ-ที่		หระหนไม่พอที่จะได้ยากลำ
สัมผัส	สำ-ผัด		ระน้ำได้สัมผัสพระพายพัดต
ทีนี้	ที-นี้		ะเมิดอีกทีนี้จึงตีฉันซึ
ชื่นชอบ	ชื่น-ชอบ		ยพลันพระชื่นชอบขอบคุณการุ
ผิวพรรณ	ผิว-พัน		¦ข้าก็ดูผิวพรรณในสัณฐานเห
ยังมี	ยัง-มี		ามคดีว่ายังมีกำปั่นสักพ
ชั้นเชิง	ชั้น-เชิง		กันเราก็ชั้นเชิงชายใช่สตรี
ทิ้งขว้าง	ทิ้ง-ขว้าง		หมือนเราทิ้งขว้างจะอ้างว้าง
ประจุ	ประ-จุ		งกระบวน¦ประจุปืนน้อยใหญ
ไตรเพท	ไตร-เพด		จะได้สอนไตรเพทข้างเวทมนต
เริงรื่น	เริง-รื่น		ีชาวบุรีเริงรื่นทุกคืนวัน¦
ระเหย	ระ-เหย		รำเพยหวนระเหยกลิ่นบุปผา
เจ้าขรัว	เจ้า-ขรัว		ับสารศรีเจ้าขรัวนายไปพลันด
บังควร	บัง-ควน		านั่งไม่บังควร¦บาทหลวงเห
ช่วยด้วย	ช่วย-ด้วย		เชิญท่านช่วยด้วยสักครั้งที
รำลึกถึง	รำ-ลึก-ถึง		กิดศึกจงรำลึกถึงตัวข้าจะอา
ดื้อดึง	ดื้อ-ดึง		ซื่ออย่าดื้อดึงกูกับมึงร่
กลางเวหา	กลาง-เว-หา		่องสว่างกลางเวหาเสียงประสา
วันหนึ่ง	วัน-หนึ่ง		ำปั่นสักวันหนึ่งจะได้พึ่งพ
ถ้อยคำ	ถ้อย-คำ		กสนานฟังถ้อยคำสามีปรีชาช
มอบให้	มอบ-ให้		่วยดูการมอบให้ก้าวโกสัยท
อ้างว้าง	อ้าง-ว้าง		งขว้างจะอ้างว้างวิญญาณ์เลื
ชะวาก	ชะ-วาก		ลเห็นถึงชะวากปากน้ำพอย่
ทำร้าย	ทำ-ร้าย		่าได้คิดทำร้ายให้วายปราณ
ประกาศ	ประ-กาด		กลองร้องประกาศขุนอำมาตย์
ถือโทษ	ถือ-โทด		นสอนอย่าถือโทษโกรธขึ้งตะ
คาบชุด	คาบ-ชุด		ิงปืนตับคาบชุดอาวุธสั้นเ
แต่ต้น	แต่-ต้น		้งหลายหนแต่ต้นมา¦บาทหลวง
เป็นเจ้าของ	เป็น-เข้า-จอง		ึงว่าพระเป็นเจ้าของเราเอ๋ยไม่
ไหหลำ	ไห-หลำ		อกมาหน้าไหหลำถูกพายุพัด
โรมรัน	โรม-รัน		สั้นเข้าโรมรันเร่งทัพขับ
ฝ่าพระบาท	ฝ่า-พระ-บาด		าให้เชิญฝ่าพระบาทไปปราบไพริ
ไตรจักร	ไตร-จัก		็นใหญ่ในไตรจักรประเสริฐศั
มุ่งหมาย	มุ่ง-หมาย		ำลายท่านมุ่งหมายแต่สวรรค์ช
คนพาล	คน-พาน		แสนกลพวกคนพาลทั้งดื้อด้
ขับรถ	ขับ-รด		สารถีขี่ขับรถที่นั่งไม่
บาลี	บา-ลี		งเทศนาในบาลี¦พระอภัยมุ
มูลความ	มูน-ความ		ลับไปทูลมูลความ¦ป่างพระศร
ตั้งโต๊ะ	ตั้ง-โต๊ะ		สสั่งให้ตั้งโต๊ะเสวยทั้งนม
ชั้นใน	ชั้น-ไน		ี้ยมกั้นชั้นในคล้ายพระโร
ครบถ้วน	ครบ-ถ้วน		ลพลรบให้ครบถ้วนตามกระบวนแ
เขตแดน	เขด-แดน		ือบจะถึงเขตแดนแสนสำราญสั
เกเร	เก-เร		่าพักพูดเกเรเพทุบายอีท
กังสดาล	กัง-สะ-ดาน		แตรฝรั่งกังสดาลประโรหิตโห
ประจัน	ประ-จัน		ัพถึงกันประจันหน้าไม่พูด
เรไร	เร-ไร		งกิ่งไทรเรไรรายราวกับส
จารึก	จา-รึก		ส่ในผนึกจารึกนอกเป็นใบบ
ขัตติย์	ขัด-ติ		กษัตริย์ขัตติย์วงศ์ทรงสดั
นอนหลับ	นอน-หลับ		จับเอาคนนอนหลับทุกทัพกองอ
น่าชม	น่า-ชม		ถชัยช่างน่าชมสมเป็นเขยก
ขุ่นหมอง	ขุ่น-หมอง		ห้วุ่นจนขุ่นหมองชะนางพวกถื
ด่าว่า	ด่า-ว่า		แล้วร้องด่าว่าเหวยเฮ้ยระ
ประหลาดใจ	ประ-หลาด-ใจ		าบนอากาศประหลาดใจ¦จะย้อนทัพ
ยามา	ยา-มา		่หลานลูกยามาพร้อมมูล¦เ
สุบิน	สุ-บิน		ากบวชสวดสุบินเพราะยังไม
สะดุ้ง	สะ-ดุ้ง		ปหยิบได้สะดุ้งตื่นฟื้นกา
กินแหนง	กิน-แหนง		สิ้นอย่ากินแหนงเฮ้ยเสนาสา
ขาดเหลือ	ขาด-เหลือ		พเรือใครขาดเหลือหาใส่ในกระ
หลับตา	หลับ-ตา		่นเทาเทาหลับตาแล้วว่าไปร
ทางไกล	ทาง-ไกล		ือหลานหนทางไกลเหลือล้นพ้
ยังอยู่	ยัง-อยู่		ต่ผู้รู้ยังอยู่เรือกำปั่น
บิดเบือน	บิด-เบือน		กูคิดจึงบิดเบือนชะรอยอ้ายพ
ได้ฤกษ์	ได้-เริก		ลง้าวทวนได้ฤกษ์ดีสี่ทุ่มจ
ไม่เป็นการ	ไม่-เป็น-กาน		ขาสมาทานไม่เป็นการธุระดอกบอก
โพล้เพล้	โพล้-เพล้		โฉมศรีพอโพล้เพล้เวลาเข้ารา
ป่วยไข้	ป่วย-ไข้		ที่ลำบากป่วยไข้ในไพรสัณฑ์
ทัดทาน	ทัด-ทาน		ดรบราญจะทัดทานอย่างไรในก
แนบชิด	แนบ-ชิด		มีลูกแอบแนบชิดเข้าติดพัน
แยกกัน	แยก-กัน		นก็จะแตกแยกกันไปเราแหกค่
ขัดขืน	ขัด-ขืน		อรรถอย่าขัดขืนจะต้องการส
พิรุณ	พิ-รุน		ะจ่างฉายพิรุณโรยโปรยปรอ
เปลวไฟ	เปลว-ไฟ		ดเหวเป็นเปลวไฟพายุใหญ่เข
ครบเครื่อง	ครบ-เครื่อง		ูกหอรบจงครบเครื่องที่นอกเมือ
หลายครั้ง	หลาย-ครั้ง		าดไปเป็นหลายครั้งมันเอาหนัง
ตระกอง	ตระ-กอง		งพิงเขนยตระกองเกยช้อนเศี
แต่ลำพัง	แต่-ลำ-พัง		ัยไต่ถามแต่ลำพังเราก็ตั้งใ
วาจา	วา-จา		งจะขอฟังวาจาเร่งว่าขาน
พบพาน	พบ-พาน		ยทหารแม้พบพานแก่งเกาะแว
พ่อคุณ	พ่อ-คุน		พิ่งวุ่นพ่อคุณเอ๋ยเวลานี
สิ้นสุด	สิ้น-สุด		งยุทธ์ก็สิ้นสุดเกิดวิบัติ
กระนี้	กระ-นี้		ร่งแก้ไขกระนี้แน่แล้วหนา
อึกทึก	อึก-ทึก		รื้นครึกอึกทึกท้องชลาสุธ
ท้อแท้	ท้อ-แท้		ารแม่ให้ท้อแท้เศร้าในพระ
ทับทิม	ทับ-ทิม		่หมวกฝังทับทิมดูพริ้มพรา
เคืองแค้น	เคือง-แค้น		ห้แสนสุดเคืองแค้นแสนกระสันจ
ธงทิว	ทง-ทิว		มาตามทางธงทิวปลิวไสวพลม
นิพพาน	นิบ-พาน		นดานหวังนิพพานเบื้องหน้า
หาวนอน	หวา-นอน	sound mismatch @1 (หาว vs หวา)	บอกหูให้หาวนอนอ่อนเหมือน
เคราะห์กรรม	เคราะ-กำ		นี้เพราะเคราะห์กรรมมาทำเยียจึ
เลี้ยวลด	เลี้ยว-ลด		อเสด็จจรเลี้ยวลดทรงรถชัย¦ท
จงใจ	จง-ใจ		ะสงค์ที่จงใจคิดแก้ไขผ่
นิราศ	นิ-ราด		ป็นผาสุกนิราศทุกข์ยศยงอ
เป็นบ้า	เป็น-บ้า		ญให้ระอาเป็นบ้ากามจงปลงจิ
เพลิงไหม้	เพลิง-ไหม้		สุบินว่าเพลิงไหม้จะเกิดภัยร
ทับที่	ทับ-ที่		นหยุดประทับที่พลับพลา¦ฝ่
ละม้าย	ละ-ม้าย		ำทีท่าดูละม้ายคล้ายกับสง
แลเหลียว	แล-เหลียว		มืดแท้จะแลเหลียวเพราะไม่เห
ปีกซ้าย	ปีก-ซ้าย		งขันทั้งปีกซ้ายปีกขวาสารพ
ท่าทาง	ท่า-ทาง		อบูรพาดูท่าทาง¦พวกล้าต้า
จับเป็น	จับ-เป็น		งยับทั้งจับเป็น¦เร่งพหลพล
ประการหนึ่ง	ประ-กาน-หนึ่ง		จไม่สบายประการหนึ่งผัวพิโรธอย
ใจคอ	ใจ-คอ		ทำไมเห็นใจคอแต่ต้องรอไ
ระไว	ระ-ไว		านยามให้ระไวระวังพวกพห
นอบน้อม	นอบ-น้อม		กราบกรานนอบน้อมอยู่พร้อมห
ตัดขาด	ตัด-ขาด		สวาทเจ้าตัดขาดคิดอางขนาง
ยุ่งยิ่ง	ยุ่ง-ยิ่ง		มารบพุ่งยุ่งยิ่งต้องทิ้งมิ
หันเหียน	หัน-เหียน		กวิหลั่นหันเหียนเจียนจะคว่
เหล่ากอ	เหล่-กอ	sound mismatch @1 (เหล่า vs เหล่)	มีเจ้าในเหล่ากอเป็นเนื้อห
เป็นทุกข์	เป็น-ทุก		งเจ็บจุกเป็นทุกข์ตรอมจงอดออ
ผิดประหลาด	ผิด-ประ-หลาด		ลางอากาศผิดประหลาดฟ้าแดงดั่ง
แล้วไป	แล้ว-ไป		งไพร่นายแล้วไปบอกทัพหน้า
รับประทาน	รับ-ประ-ทาน		งชื่นบานรับประทานผ่อนผันด้ว
มุสา	มุ-สา		่บุตรไม่มุสาเมื่อเดือน
ประชิด	ประ-ชิด		็ยังตั้งประชิดติดบุรินทร
จิตใจ	จิด-ใจ		หรืออะไรจิตใจหายอนิจจัง
พลาดพลั้ง	พลาด-พลั้ง		ยหลังแม้พลาดพลั้งศึกเสือช่ว
ในประเทศ	ไน-ประ-เทด		ู้เข้าไปในประเทศขอบเขตคันว
ความประสงค์	ความ-ประ-สง		เอาให้ลุความประสงค์ที่จงใจคิด
บำเรอ	บำ-เรอ		ทนทับขับบำเรอมโหรีสีซอบ
เจ้าจอม	เจ้า-จอม		รระหงพวกเจ้าจอมพร้อมกันหม
เวหน	เว-หน		จ่างกลางเวหนบาทหลวงส่อ
ไพบูลย์	ไพ-บูน		ระมูลให้ไพบูลย์ในจังหวัดป
เปรมปรา	เปรม-ปรา		ันตาต่างเปรมปราโมทย์สำราญ
น้ำท่า	น้ำ-ท่า		ไปที่ปากน้ำท่าศิลา¦ฝ่ายท
สุริยน	สุ-ริ-ยน		พอลับดวงสุริยนบนเวหาจึงจ
ระบม	ระ-บม		รมณ์ทรวงระบมบอบช้ำแต่ค
จำรูญ	จำ-รูน		รงคัลอันจำรูญมาพร้อมมูล
ชอบกล	ชอบ-กน		ายรอบไว้ชอบกลสำหรับคนล้
วังวน	วัง-วน		นคลั่งในวังวนมัจฉาชาติด
แน่นอน	แน่-นอน		นดูแลว่าแน่นอนอ้ายชีเปลื
ดูเล่น	ดู-เล่น		ังเที่ยวดูเล่นงานใหญ่ที่
ราชธิดา	ราด-ทิ-ดา		ทยิ่งรักราชธิดามารศรีจึงเ
นางใน	นาง-ไน		ยสุรางค์นางในก็เชิญเครื
เฮฮา	เฮฮ-ฮา		ะเลฝรั่งเฮฮาล้อมเข้าพร
เจ้าชู้	เจ้า-ชู้		ูละครพวกเจ้าชู้เดินสอกรอผ
ขับกล่อม	ขับ-กล่อม		สำหรับไปขับกล่อมสะพรั่งพร้
เคียงคู่	เคียง-คู่		่อาสัญจะเคียงคู่ชูชื่นทุกค
สะกิด	สะ-กิด		นจิตแล้วสะกิดเพลาพลางทา
พรักพร้อม	พ-รัก-พร้อม		ตำหนักคนพรักพร้อมคอยแห่ห้อม
เรียบร้อย	เรียบ-ร้อย		ห้มั่นคงเรียบร้อยคอยประจญจะ
เกรงกลัว	เกรง-กลัว		ลยเองไม่เกรงกลัว¦พวกอีเจ้า
ทุกแห่ง	ทุก-แห่ง		ี่ยวแสวงทุกแห่งไป¦เขาพระเ
ว้าวุ่น	ว้า-วุ่น		ารุญอย่าว้าวุ่นไปเลยหนาจะ
อุ่นใจ	อุ่น-ใจ		การุญฉันอุ่นใจขอยกไว้เป็
เปล่งปลั่ง	เปล่ง-ปลั่ง		รีนวลฉวีเปล่งปลั่งดั่งสุวรรณ
ฉอเลาะ	ฉอ-เลาะ		สมุทรพูดฉอเลาะนี่เนื้อเค
ทุกวันนี้	ทุก-วัน-นี้		ทั้งนั้นทุกวันนี้ย่อมเป็นที
เซ้าซี้	เซ้า-ซี้		ล้ามีแต่เซ้าซี้ซักเสียหนั
ถึงกัน	ถึง-กัน		อทัพหน้าถึงกันประจัญหน้า
กลับคืน	กลับ-คืน		ูญลับไม่กลับคืนอย่าชมชื่น
น่าชัง	น่า-ชัง		ีอะไรนี่น่าชังยังสงสัยยิ
รุกราน	รุก-ราน		ามันจะมารุกรานสถานใด¦ขอแ
อาภัพ	อา-พับ		หัวอกโอ้อาภัพอัประมาณ¦ฝ
โฉมศรี	โฉม-สี		งตรัสกับโฉมศรีนีฤมลแม้นเ
