rhyme_class(sara|mat)	word	raw_sara	raw_mat	norm_class	old_sara	old_mat	old_differs	tags	source
อุ|กก	รุกข	อุ	กก	-	อุ	กก	N	-	classical
อุ|กก	ลุก	อุ	กก	-	อุ	กก	N	-	classical
อุ|กก	ลุค	อุ	กก	-	อุ	กก	N	-	dict
อุ|กก	ศุก	อุ	กก	-	อุ	กก	N	-	classical
อุ|กก	ศุกร์	อุ	กก	-	อุ	กก	N	karun	classical
อุ|กก	สนุก	อุ	กก	-	อุ	กก	N	-	classical
อุ|กก	สนุ๊ก	อุ	กก	-	อุ	กก	N	-	dict
อุ|กก	สุก	อุ	กก	-	อุ	กก	N	-	classical
อุ|กก	สุข	อุ	กก	-	อุ	กก	N	-	classical
อุ|กก	หยุก	อุ	กก	-	อุ	กก	N	-	classical
อุ|กก	หลุก	อุ	กก	-	อุ	กก	N	-	classical
อุ|กก	หุก	อุ	กก	-	อุ	กก	N	-	classical
อุ|กก	อุก	อุ	กก	-	อุ	กก	N	-	classical
อุ|กง	กรุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	กุง	อุ	กง	-	อุ	กง	N	-	dict
อุ|กง	กุ้ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ขลุง	อุ	กง	-	อุ	กง	N	-	dict
อุ|กง	คลุ้ง	อุ	กง	-	อุ	กง	N	-	dict
อุ|กง	คุง	อุ	กง	-	อุ	กง	N	-	dict
อุ|กง	คุ้ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	จุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	จุ๋ง	อุ	กง	-	อุ	กง	N	-	dict
อุ|กง	ชุง	อุ	กง	-	อุ	กง	N	-	dict
อุ|กง	ซุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ซุ้ง	อุ	กง	-	อุ	กง	N	-	dict
อุ|กง	ดุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ดุ้ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ตุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ตุ้ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ถลุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ถุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ทุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ทุ่ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ทุ้ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	นุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	นุ่ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	บุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	บุ้ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ปรุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ปุ้ง	อุ	กง	-	อุ	กง	N	-	dict
อุ|กง	ผดุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ผลุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	พยุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	พรุ่ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	พลุ่ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	พุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	พุ่ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	พุ้ง	อุ	กง	-	อุ	กง	N	-	dict
อุ|กง	ฟุง	อุ	กง	-	อุ	กง	N	-	dict
อุ|กง	ฟุ้ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	มุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	มุ่ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	มุ้ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ยุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ยุ่ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ยุ้ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	รุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	รุ่ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	รุ้ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ลุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	ลุ้ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	สุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	หงุง	อุ	กง	-	อุ	กง	N	-	dict
อุ|กง	หนุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	หลุง	อุ	กง	-	อุ	กง	N	-	dict
อุ|กง	หุง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กง	อุ้ง	อุ	กง	-	อุ	กง	N	-	classical
อุ|กด	กุจ	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	กุฎ	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	กุฏ	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	กุส	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	กุ๊ด	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ขุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	คุตส์	อุ	กด	-	อุ	กด	N	karun	dict
อุ|กด	งุด	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	จุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	ชุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	ชุต	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ซุส	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ดุจ	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	ดุษ	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	ตรุษ	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	ตุจ	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ตุ๊ด	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ทรุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	ทุษ	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	ธุช	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	นุช	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	นุท	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	นุส	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	บุช	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	บุศ	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	บุษ	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	ปุจ	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ปุด	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ผรุส	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	พุช	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	พุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	พุท	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	ฟลุ้ต	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ฟุต	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ฟุธ	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	มกุฎ	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	มุส	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ยุซ	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ยุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	ยุท	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ยุทธิ์	อุ	กด	-	อุ	กด	N	karun	dict
อุ|กด	ยุทธ์	อุ	กด	-	อุ	กด	N	karun	classical
อุ|กด	รุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	รุต	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	รุธ	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	รุษ	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	รุส	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	ลุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	วุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	วุส	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	สมุทร	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	สุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	สุทธิ์	อุ	กด	-	อุ	กด	N	karun	classical
อุ|กด	สุทธ์	อุ	กด	-	อุ	กด	N	karun	classical
อุ|กด	หงุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	หมุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	หยุด	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	หุต	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	อยุธ	อุ	กด	-	อุ	กด	N	-	classical
อุ|กด	อุจ	อุ	กด	-	อุ	กด	N	-	dict
อุ|กด	อุตร	อุ	กด	-	อุ	กด	N	-	dict
อุ|กน	กุน	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	กุร	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	กุล	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	กุ๊น	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	กุ๋น	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	ขนุน	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	ขุน	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	ครุ่น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	คุณ	อุ	กน	-	อุ	Cant find Marttra in this word	Y	-	classical
อุ|กน	คุน	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	คุล	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	คุ้น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	จตุร	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	จุณ	อุ	กน	-	อุ	Cant find Marttra in this word	Y	-	classical
อุ|กน	จุน	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	จุ๊น	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	ซุล	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	ซุ่น	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	ดุน	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	ดุร	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	ดุ้น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	ตุน	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	ตุ่น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	ตุ๋น	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	ถุน	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	ทุ่น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	ธุร	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	นุ่น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	บุณ	อุ	กน	-	อุ	Cant find Marttra in this word	Y	-	dict
อุ|กน	บุน	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	บุลย์	อุ	กน	-	อุ	กน	N	karun	dict
อุ|กน	บุ่น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	ปุณ	อุ	กน	-	อุ	Cant find Marttra in this word	Y	-	dict
อุ|กน	ปุร	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	ผลุน	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	ฟุล	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	ฟุ้น	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	มุณ	อุ	กน	-	อุ	Cant find Marttra in this word	Y	-	dict
อุ|กน	มุล	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	มุ่น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	ยุร	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	รุ่น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	ลุ่น	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	ลุ้น	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	วุล	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	วุ่น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	วุ้น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	ศุล	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	สกุล	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	สถุล	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	สุญ	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	สุร	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	สุ่น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	หนุน	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	หมุ่น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	หยุ่น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	หลุน	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	หุน	อุ	กน	-	อุ	กน	N	-	classical
อุ|กน	หุ้น	อุ	กน	-	อุ	กน	N	-	dict
อุ|กน	อรุณ	อุ	กน	-	อุ	Cant find Marttra in this word	Y	-	classical
อุ|กน	อุ่น	อุ	กน	-	อุ	กน	N	-	classical
อุ|กบ	กรุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	กรุ๊ป	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	กรุ๊ฟ	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	กุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ขมุบ	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	ครุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	คุป	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	คุปต์	อุ	กบ	-	อุ	กบ	N	karun	dict
อุ|กบ	งุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	จุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ฉุป	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	ชุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ซุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ซุป	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	ซุฟ	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	ดุบ	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	ตุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ตุ้บ	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	ตุ๊บ	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	ทุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ทุพ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	บุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	บุป	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	บุพ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	บุฟ	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	ปุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ปุ๊บ	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	ผลุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ฟุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ฟุ่บ	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	มุบ	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	ยุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ยุพ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	รุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ลุปต์	อุ	กบ	-	อุ	กบ	N	karun	dict
อุ|กบ	ลุพธ์	อุ	กบ	-	อุ	กบ	N	karun	dict
อุ|กบ	วุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ศุภ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	สรุป	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	หงุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	หมุบ	อุ	กบ	-	อุ	กบ	N	-	dict
อุ|กบ	หรุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	หุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	อุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	อุป	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กบ	ฮุบ	อุ	กบ	-	อุ	กบ	N	-	classical
อุ|กม	กรุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	กรุ้ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	กลุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	กลุ้ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	กุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	กุมภ์	อุ	กม	-	อุ	กม	N	karun	dict
อุ|กม	กุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	กุ้ม	อุ	กม	-	อุ	กม	N	-	dict
อุ|กม	ขยุ้ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ขลุม	อุ	กม	-	อุ	กม	N	-	dict
อุ|กม	ขุ้ม	อุ	กม	-	อุ	กม	N	-	dict
อุ|กม	ครุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	คลุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	คลุ่ม	อุ	กม	-	อุ	กม	N	-	dict
อุ|กม	คลุ้ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	คุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	คุมพ์	อุ	กม	-	อุ	กม	N	karun	dict
อุ|กม	คุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	คุ้ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	งุม	อุ	กม	-	อุ	กม	N	-	dict
อุ|กม	งุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	งุ้ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	จุ่ม	อุ	กม	-	อุ	กม	N	-	dict
อุ|กม	จุ๋ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ชอุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ชุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ชุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ซุม	อุ	กม	-	อุ	กม	N	-	dict
อุ|กม	ซุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ซุ้ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ฎุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ดุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ตรุม	อุ	กม	-	อุ	กม	N	-	dict
อุ|กม	ตุ้ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ทุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ทุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ทุ้ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	นุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	นุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	บุ่ม	อุ	กม	-	อุ	กม	N	-	dict
อุ|กม	บุ๋ม	อุ	กม	-	อุ	กม	N	-	dict
อุ|กม	ปุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ปุ๋ม	อุ	กม	-	อุ	กม	N	-	dict
อุ|กม	พุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	พุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ฟุ่ม	อุ	กม	-	อุ	กม	N	-	dict
อุ|กม	ภุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ยุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	รุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	รุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ลุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ลุมป์	อุ	กม	-	อุ	กม	N	karun	dict
อุ|กม	ลุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	ลุ้ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	สยุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	สุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	สุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	หนุ่ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	หยุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	หลุม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กม	หุ้ม	อุ	กม	-	อุ	กม	N	-	classical
อุ|กา	กรุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	กรุณ์	อุ	กา	-	อุ	กน	Y	karun	dict
อุ|กา	กุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	กุ่	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	กุ้	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ขรุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ขุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ครุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	คุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	จตุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	จุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	จุ๊	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ฉลุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ฉุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ฉุ่	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ชุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ซุ	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ฌุ	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ฑลุ	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ฑุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ณุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ดุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ตรุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ตุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ตุ๊	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ถุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ทบุ	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ทรุ	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ทุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ธุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	นุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	บุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	บุ๊	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ปรุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ปุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ปุ้	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ปุ๊	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ผุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	พรุ	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	พลุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	พุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	พุ่	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ฟุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	มุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	มุติ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ยุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	รุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	ลุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	วุ	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	ษุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	สมุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	สมุห	อุ	กา	-	อุ	Cant find Marttra in this word	Y	-	classical
อุ|กา	สุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	หนุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	หุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	อนุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	อยุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	อรุ	อุ	กา	-	อุ	กา	N	-	dict
อุ|กา	อุ	อุ	กา	-	อุ	กา	N	-	classical
อุ|กา	อุณห	อุ	กา	-	อุ	Cant find Marttra in this word	Y	-	dict
อุ|เกย	กรุย	อุ	เกย	-	อุ	เกย	N	-	classical
อุ|เกย	กุย	อุ	เกย	-	อุ	เกย	N	-	classical
อุ|เกย	กุ่ย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	กุ๊ย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	กุ๋ย	อุ	เกย	-	อุ	เกย	N	-	classical
อุ|เกย	ขยุย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	ขลุ่ย	อุ	เกย	-	อุ	เกย	N	-	classical
อุ|เกย	ขุย	อุ	เกย	-	อุ	เกย	N	-	classical
อุ|เกย	ครุย	อุ	เกย	-	อุ	เกย	N	-	classical
อุ|เกย	คุย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	คุ้ย	อุ	เกย	-	อุ	เกย	N	-	classical
อุ|เกย	จุย	อุ	เกย	-	อุ	เกย	N	-	classical
อุ|เกย	จุ้ย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	จุ๊ย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	ฉลุย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	ฉุย	อุ	เกย	-	อุ	เกย	N	-	classical
อุ|เกย	ชุย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	ชุ่ย	อุ	เกย	-	อุ	เกย	N	-	classical
อุ|เกย	ซุย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	ซุ่ย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	ซุ้ย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	ดุลย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	ดุ่ย	อุ	เกย	-	อุ	เกย	N	-	dict
อุ|เกย	ดุ๊ย	อุ	เกย	-	อุ	เกย	N	-	dict
