id        	 kind    	 rule    	 story             	 chapter              	 row	 orig_w1                              	 orig_w2                                 	 orig_w3                                	 orig_w4                               	 orig_prev_w4                          	 new_w1                                	 new_w2                                  	 new_w3                                 	 new_w4                                	 op            	 candidate  	 broken_rules                       	 tag                       	 both_normalize
neg_002958	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	   4	 จะกล่าวถึงเรื่องขุนแผนขุนช้าง               	 ทั้งนวลนางวันทองผ่องศรี                      	 ศักราชร้อยสี่สิบเจ็ดปี                        	 พ่อแม่เขาเหล่านี้คนครั้งนั้น                   	 ราษฎรทั้งนั้นก็ยินดี                         	 จะกล่าวถึงเรื่องขุนแผนขุนช้าง                	 ทั้งนวลนางวันทองผ่องศรี                      	 ศักราชร้อยสี่สิบเจ็ดเข้                       	 พ่อแม่เขาเหล่านี้คนครั้งนั้น                   	 C0_same_mattra	 เข้         	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002959	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	   5	 เป็นข้าขอบขัณฑสิมา                       	 สมเด็จพระพันวษานราสรรค์                    	 จะว่าเนื่องตามเรื่องนิยายพลัน                 	 ท่านผู้ฟังทั้งนั้นจงเข้าใจ                     	 พ่อแม่เขาเหล่านี้คนครั้งนั้น                   	 เป็นข้าขอบขัณฑสิมา                        	 สมเด็จพระพันวษานราสรรค์                    	 จะว่าเนื่องตามเรื่องนิยายจุล                  	 ท่านผู้ฟังทั้งนั้นจงเข้าใจ                     	 C0_same_mattra	 จุล         	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002960	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	   6	 ขุนไกรพลพ่ายอยู่บ้านพลับ                   	 มีทรัพย์เงินทองของน้อยใหญ่                    	 นางทองประศรีนั้นอยู่วัดตะไกร                 	 ทั้งสองนี้ได้เป็นคู่กัน                        	 ท่านผู้ฟังทั้งนั้นจงเข้าใจ                     	 ขุนไกรพลพ่ายอยู่บ้านพลับ                    	 มีทรัพย์เงินทองของน้อยใหญ่                    	 นางทองประศรีนั้นอยู่วัดตะแส่                  	 ทั้งสองนี้ได้เป็นคู่กัน                        	 C0_same_mattra	 แส่         	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002961	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	   7	 แล้วรื้อเรือนออกไปปลูกใหม่                 	 อยู่ในแว่นแคว้นสุพรรณนั่น                      	 เป็นทหารชาญชัยใจฉกรรจ์                    	 คุมไพร่ทั้งนั้นได้เจ็ดร้อย                     	 ทั้งสองนี้ได้เป็นคู่กัน                        	 แล้วรื้อเรือนออกไปปลูกใหม่                  	 อยู่ในแว่นแคว้นสุพรรณนั่น                      	 เป็นทหารชาญชัยใจทหาร                     	 คุมไพร่ทั้งนั้นได้เจ็ดร้อย                     	 C0_same_mattra	 ทหาร       	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002962	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	   8	 อาจองคงกระพันชาตรี                     	 เข้าไหนไม่มีที่จะถอย                         	 รบศึกศัตรูอยู่กับรอย                         	 ถึงมากน้อยเท่าไรไม่หนีมา                   	 คุมไพร่ทั้งนั้นได้เจ็ดร้อย                     	 อาจองคงกระพันชาตรี                      	 เข้าไหนไม่มีที่จะถอย                         	 รบศึกศัตรูอยู่กับฉาย                         	 ถึงมากน้อยเท่าไรไม่หนีมา                   	 C0_same_mattra	 ฉาย        	 r1_w1_w2,r2_w2_w3,r3_w3_w4         	 -                         	 N
neg_002963	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	   9	 กรมการเมืองสุพรรณสั่นหัว                  	 เข็ดขามคร้ามกลัวใครไม่ฝ่า                    	 โปรดปรานเป็นทหารอยุธยา                   	 มีสง่าอยู่ในเมืองสุพรรณ                     	 ถึงมากน้อยเท่าไรไม่หนีมา                   	 กรมการเมืองสุพรรณสั่นหัว                   	 เข็ดขามคร้ามกลัวใครไม่ฝ่า                    	 โปรดปรานเป็นทหารอยุธหมอ                  	 มีสง่าอยู่ในเมืองสุพรรณ                     	 C0_same_mattra	 หมอ        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002964	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  10	 มาข้าจะกล่าวบทไป                       	 ถึงขุนศรีวิชัยคนขยัน                          	 เป็นนายกรมช้างกองนอกนั้น                   	 บ้านอยู่สุพรรณพารา                        	 มีสง่าอยู่ในเมืองสุพรรณ                     	 มาข้าจะกล่าวบทไป                        	 ถึงขุนศรีวิชัยคนขยัน                          	 เป็นนายกรมช้างกองนอกปุ่น                   	 บ้านอยู่สุพรรณพารา                        	 C0_same_mattra	 ปุ่น         	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002965	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  11	 เป็นเศรษฐีมีทรัพย์นับร้อย                   	 บ่าวไพร่ใหญ่น้อยก็หนักหนา                     	 ได้นางเทพทองเป็นภรรยา                    	 อยู่ท่าสิบเบี้ยเมืองสุพรรณ                    	 บ้านอยู่สุพรรณพารา                        	 เป็นเศรษฐีมีทรัพย์นับร้อย                    	 บ่าวไพร่ใหญ่น้อยก็หนักหนา                     	 ได้นางเทพทองเป็นภรรซึ่                     	 อยู่ท่าสิบเบี้ยเมืองสุพรรณ                    	 C0_same_mattra	 ซึ่          	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002966	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  12	 จะกล่าวกลอนถึงพันศรโยธา                 	 เพื่อนได้ภรรยาก็คมสัน                        	 ชื่อว่านวลนางศรีประจัน                      	 เป็นเศรษฐีมีพันธุ์ด้วยกันมา                   	 อยู่ท่าสิบเบี้ยเมืองสุพรรณ                    	 จะกล่าวกลอนถึงพันศรโยธา                  	 เพื่อนได้ภรรยาก็คมสัน                        	 ชื่อว่านวลนางศรีประปฏิญ                     	 เป็นเศรษฐีมีพันธุ์ด้วยกันมา                   	 C0_same_mattra	 ปฏิญ        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002967	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  13	 อยู่ท่าพี่เลี้ยงเมืองสุพรรณ                   	 น้องนางศรีประจันนั้นปากกล้า                   	 ชื่อว่าบัวประจันถัดกันมา                      	 มีผัวชื่อว่านายโชดคง                       	 เป็นเศรษฐีมีพันธุ์ด้วยกันมา                   	 อยู่ท่าพี่เลี้ยงเมืองสุพรรณ                    	 น้องนางศรีประจันนั้นปากกล้า                   	 ชื่อว่าบัวประจันถัดกันสติ                      	 มีผัวชื่อว่านายโชดคง                       	 C0_same_mattra	 สติ         	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002968	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  14	 เดิมเพื่อนอยู่ทางบางเหี้ย                   	 ครั้นไปได้เมียก็ลุ่มหลง                        	 ไม่คิดถึงซึ่งเหล่าเผ่าพงศ์                     	 ยวดยงแต่จะเที่ยวขโมยควาย                 	 มีผัวชื่อว่านายโชดคง                       	 เดิมเพื่อนอยู่ทางบางเหี้ย                    	 ครั้นไปได้เมียก็ลุ่มหลง                        	 ไม่คิดถึงซึ่งเหล่าเผ่าแนง                     	 ยวดยงแต่จะเที่ยวขโมยควาย                 	 C0_same_mattra	 แนง        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002969	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  15	 บทนี้จะยกไว้เสียก่อน                      	 จะกล่าวกลอนถึงกำเนิดคนทั้งหลาย               	 เมื่อแรกเข้าสู่ครรภ์บรรยาย                   	 ว่าอ้ายผีแสนร้ายบนปลายไม้                  	 ยวดยงแต่จะเที่ยวขโมยควาย                 	 บทนี้จะยกไว้เสียก่อน                       	 จะกล่าวกลอนถึงกำเนิดคนทั้งหลาย               	 เมื่อแรกเข้าสู่ครรภ์บรรโกรย                  	 ว่าอ้ายผีแสนร้ายบนปลายไม้                  	 C0_same_mattra	 โกรย       	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002970	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  16	 กลางคืนปั้นรูปหัวเราะขิก                   	 แล้วหยิบหยิกบีบบี้มิเอาส่ำได้                    	 ปั้นแล้วปั้นเล่าเฝ้าริกไป                      	 เอานั่นนี่บี้ใส่ให้ครบครัน                     	 ว่าอ้ายผีแสนร้ายบนปลายไม้                  	 กลางคืนปั้นรูปหัวเราะขิก                    	 แล้วหยิบหยิกบีบบี้มิเอาส่ำได้                    	 ปั้นแล้วปั้นเล่าเฝ้าริกเจอะ                    	 เอานั่นนี่บี้ใส่ให้ครบครัน                     	 C0_same_mattra	 เจอะ       	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002971	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  17	 คืนหนึ่งผีปั้นอยู่ปลายไม้                     	 ยังมีสัตว์อยู่ในนรกนั่น                         	 ทนทุกข์เวทนาสากรรจ์                       	 ครั้นสิ้นกรรมทำนั้นก็พ้นทุกข์                   	 เอานั่นนี่บี้ใส่ให้ครบครัน                     	 คืนหนึ่งผีปั้นอยู่ปลายไม้                      	 ยังมีสัตว์อยู่ในนรกนั่น                         	 ทนทุกข์เวทนาสากิน                         	 ครั้นสิ้นกรรมทำนั้นก็พ้นทุกข์                   	 C0_same_mattra	 กิน         	 r2_w2_w3                           	 -                         	 N
neg_002972	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  18	 จุติจากเพศเปรตอสุรกาย                   	 วุ่นวายวิ่งมาหาความสุข                       	 จะไปสวรรค์มิทันจะพ้นทุกข์                    	 ผีปั้นมันจึงซุกเข้าในครรภ์                    	 ครั้นสิ้นกรรมทำนั้นก็พ้นทุกข์                   	 จุติจากเพศเปรตอสุรกาย                    	 วุ่นวายวิ่งมาหาความสุข                       	 จะไปสวรรค์มิทันจะพ้นหนาก                   	 ผีปั้นมันจึงซุกเข้าในครรภ์                    	 C0_same_mattra	 หนาก       	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002973	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  19	 ฝ่ายนางเทพทองนั้นนอนหลับ                 	 พลิกกลับก็เพ้อละเมอฝัน                       	 ว่าช้างพลายตายกลิ้งตลิ่งชัน                   	 พองขึ้นหัวนั้นเน่าโขลงไป                    	 ผีปั้นมันจึงซุกเข้าในครรภ์                    	 ฝ่ายนางเทพทองนั้นนอนหลับ                  	 พลิกกลับก็เพ้อละเมอฝัน                       	 ว่าช้างพลายตายกลิ้งตลิ่งป่วน                  	 พองขึ้นหัวนั้นเน่าโขลงไป                    	 C0_same_mattra	 ป่วน        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002974	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  20	 ยังมีนกตะกรุมหัวเหม่                      	 บินเตร่เร่มาแต่ป่าใหญ่                        	 อ้าปากคาบช้างแล้ววางไป                    	 เข้าในหอกลางที่นางนอน                    	 พองขึ้นหัวนั้นเน่าโขลงไป                    	 ยังมีนกตะกรุมหัวเหม่                       	 บินเตร่เร่มาแต่ป่าใหญ่                        	 อ้าปากคาบช้างแล้ววางเซอ                   	 เข้าในหอกลางที่นางนอน                    	 C0_same_mattra	 เซอ        	 r1_w1_w2,r2_w2_w3,r3_w3_w4         	 -                         	 N
neg_002975	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  21	 ในฝันนั้นว่านางเรียกนก                    	 เชิญเจ้าขรัวหัวถกมานี่ก่อน                     	 นางคว้าได้ตัวเจ้าหัวกล้อน                    	 กอดนกกับช้างนอนสบายใจ                   	 เข้าในหอกลางที่นางนอน                    	 ในฝันนั้นว่านางเรียกนก                     	 เชิญเจ้าขรัวหัวถกมานี่ก่อน                     	 นางคว้าได้ตัวเจ้าหัวเส้น                     	 กอดนกกับช้างนอนสบายใจ                   	 C0_same_mattra	 เส้น        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002976	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  22	 ครั้นตื่นฟื้นตัวปลุกผัวพลัน                    	 เหียนรากตัวสั่นไม่กลั้นได้                      	 ให้เหม็นช้างเหม็นนกติดอกใจ                  	 โฮกโฮกอีพ่อข้าไหว้ช่วยทุบคอ                 	 กอดนกกับช้างนอนสบายใจ                   	 ครั้นตื่นฟื้นตัวปลุกผัวพลัน                     	 เหียนรากตัวสั่นไม่กลั้นได้                      	 ให้เหม็นช้างเหม็นนกติดอกผ่าอ                 	 โฮกโฮกอีพ่อข้าไหว้ช่วยทุบคอ                 	 C0_same_mattra	 ผ่าอ        	 r2_w2_w3                           	 -                         	 N
neg_002977	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  23	 ขุนศรีวิชัยตกใจจ้าน                       	 ลุกขึ้นลนลานตาปอหลอ                        	 เอามือเข้ากำขยำคอ                        	 พอหายรากเล่าต่อความฝันไป                 	 โฮกโฮกอีพ่อข้าไหว้ช่วยทุบคอ                 	 ขุนศรีวิชัยตกใจจ้าน                        	 ลุกขึ้นลนลานตาปอหลอ                        	 เอามือเข้ากำขยำจนา                       	 พอหายรากเล่าต่อความฝันไป                 	 C0_same_mattra	 จนา        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002978	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  24	 ขุนศรีวิชัยจึงทำนายฝัน                     	 อ่อเจ้าจะมีครรภ์หาเป็นไรไม่                   	 ลูกของเราจะเป็นชายทำนายไว้                	 เหมือนนกตะกรุมตัวใหญ่คาบช้างมา             	 พอหายรากเล่าต่อความฝันไป                 	 ขุนศรีวิชัยจึงทำนายฝัน                      	 อ่อเจ้าจะมีครรภ์หาเป็นไรไม่                   	 ลูกของเราจะเป็นชายทำนายซี้                 	 เหมือนนกตะกรุมตัวใหญ่คาบช้างมา             	 C0_same_mattra	 ซี้          	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002979	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  25	 จะบริบูรณ์พูนสวัสดิ์แล้วเจ้าพี่                 	 แต่ลูกของเรานี้จะขายหน้า                     	 หัวล้านแต่กำเนิดเกิดมา                      	 จะมั่งมีเงินตรากว่าห้าเกวียน                 	 เหมือนนกตะกรุมตัวใหญ่คาบช้างมา             	 จะบริบูรณ์พูนสวัสดิ์แล้วเจ้าพี่                  	 แต่ลูกของเรานี้จะขายหน้า                     	 หัวล้านแต่กำเนิดเกิดฉํ่า                      	 จะมั่งมีเงินตรากว่าห้าเกวียน                 	 C0_same_mattra	 ฉํ่า         	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002980	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  26	 ฝ่ายนางเทพทองไม่รับพร                   	 กุมท้องขย่อนไม่หายเหียน                      	 โคตรแม่มึงช่างมาให้อาเจียน                  	 อ้ายหัวเลี่ยนโล้นเกลี้ยงจะเลี้ยงไย             	 จะมั่งมีเงินตรากว่าห้าเกวียน                 	 ฝ่ายนางเทพทองไม่รับพร                    	 กุมท้องขย่อนไม่หายเหียน                      	 โคตรแม่มึงช่างมาให้อาสถิล                   	 อ้ายหัวเลี่ยนโล้นเกลี้ยงจะเลี้ยงไย             	 C0_same_mattra	 สถิล        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002981	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  27	 จะมากล่าวถึงนางทองประศรี                	 นอนด้วยสามีในเรือนใหญ่                      	 นิมิตฝันนั้นว่าท้าวสหัสนัยน์                     	 ถือแหวนเพชรเม็ดใหญ่เหาะดั้นมา              	 อ้ายหัวเลี่ยนโล้นเกลี้ยงจะเลี้ยงไย             	 จะมากล่าวถึงนางทองประศรี                 	 นอนด้วยสามีในเรือนใหญ่                      	 นิมิตฝันนั้นว่าท้าวสหัสขจาย                    	 ถือแหวนเพชรเม็ดใหญ่เหาะดั้นมา              	 C0_same_mattra	 ขจาย       	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002982	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  28	 ครั้นถึงจึงยื่นแหวนนั้นให้                    	 นางรับแหวนไว้ด้วยหรรษา                     	 แสงเพชรส่องวาบปลาบเข้าตา                 	 ตื่นผวาคว้าทั่วปลุกผัวพลัน                    	 ถือแหวนเพชรเม็ดใหญ่เหาะดั้นมา              	 ครั้นถึงจึงยื่นแหวนนั้นให้                     	 นางรับแหวนไว้ด้วยหรรษา                     	 แสงเพชรส่องวาบปลาบเข้าโก้                 	 ตื่นผวาคว้าทั่วปลุกผัวพลัน                    	 C0_same_mattra	 โก้         	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002983	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  29	 ขุนไกรลืมตาว่าอะไรเจ้า                   	 นางจึงเล่าเนื้อความนิมิตฝัน                    	 ทั้งสองลุกมาล้างหน้าพลัน                     	 หาหมากพลูสู่กันแล้วทำนาย                   	 ตื่นผวาคว้าทั่วปลุกผัวพลัน                    	 ขุนไกรลืมตาว่าอะไรเจ้า                    	 นางจึงเล่าเนื้อความนิมิตฝัน                    	 ทั้งสองลุกมาล้างหน้าพาร                     	 หาหมากพลูสู่กันแล้วทำนาย                   	 C0_same_mattra	 พาร        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002984	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  30	 ฝันว่าได้ธำมรงค์วงวิเศษ                   	 ของโกสีย์ตรีเนตรอันเฉิดฉาย                   	 เพชรรัตน์อร่ามงามเพริศพราย                 	 บรรยายว่าเป็นสิ่งมิ่งมงคล                   	 หาหมากพลูสู่กันแล้วทำนาย                   	 ฝันว่าได้ธำมรงค์วงวิเศษ                    	 ของโกสีย์ตรีเนตรอันเฉิดฉาย                   	 เพชรรัตน์อร่ามงามเพริศพล่อย                 	 บรรยายว่าเป็นสิ่งมิ่งมงคล                   	 C0_same_mattra	 พล่อย       	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002985	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  31	 จะมีครรภ์ลูกนั้นจะเป็นชาย                  	 ดังทหารพระนารายณ์มาปฏิสนธิ์                  	 กล้าหาญการณรงค์คงทน                      	 ฤทธิรณปราบทั่วทั้งแดนไตร                   	 บรรยายว่าเป็นสิ่งมิ่งมงคล                   	 จะมีครรภ์ลูกนั้นจะเป็นชาย                   	 ดังทหารพระนารายณ์มาปฏิสนธิ์                  	 กล้าหาญการณรงค์คงอยู่ร                     	 ฤทธิรณปราบทั่วทั้งแดนไตร                   	 C0_same_mattra	 อยู่ร        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002986	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  32	 ซึ่งว่าเพชรรัศมีสีกล้า                      	 ภายหน้าจะได้เป็นทหารใหญ่                    	 มียศศักดิเป็นพระยาข้าใช้                     	 ร่วมพระทัยทรงธรรม์พระพันปี                 	 ฤทธิรณปราบทั่วทั้งแดนไตร                   	 ซึ่งว่าเพชรรัศมีสีกล้า                       	 ภายหน้าจะได้เป็นทหารใหญ่                    	 มียศศักดิเป็นพระยาข้าคลัว                    	 ร่วมพระทัยทรงธรรม์พระพันปี                 	 C0_same_mattra	 คลัว        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002987	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  33	 นางทองประศรียกมือไหว้                   	 รับพรผัวให้ประเสริฐศรี                       	 ทั้งสองนอนไปในราตรี                       	 สุขเกษมเปรมปรีดิ์ทั้งสองรา                  	 ร่วมพระทัยทรงธรรม์พระพันปี                 	 นางทองประศรียกมือไหว้                    	 รับพรผัวให้ประเสริฐศรี                       	 ทั้งสองนอนไปในราเขมา                     	 สุขเกษมเปรมปรีดิ์ทั้งสองรา                  	 C0_same_mattra	 เขมา       	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002988	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  34	 มาจะกล่าวถึงนางศรีประจัน                 	 เที่ยงคืนนอนฝันในเคหา                       	 ว่าพระพิษณุกรรม์เหาะดั้นฟ้า                   	 ถือแหวนประดับมาสวมนิ้วนาง                 	 สุขเกษมเปรมปรีดิ์ทั้งสองรา                  	 มาจะกล่าวถึงนางศรีประจัน                  	 เที่ยงคืนนอนฝันในเคหา                       	 ว่าพระพิษณุกรรม์เหาะดั้นไทย                  	 ถือแหวนประดับมาสวมนิ้วนาง                 	 C0_same_mattra	 ไทย        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002989	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  35	 แล้วก็กลับไปสถานพิมานมาศ                 	 แสนสนิทพิศวาสจนสว่าง                       	 ตื่นลุกปลุกผัวยิ้มหัวพลาง                      	 ล้างหน้าแล้วพลันแก้ฝันไป                    	 ถือแหวนประดับมาสวมนิ้วนาง                 	 แล้วก็กลับไปสถานพิมานมาศ                  	 แสนสนิทพิศวาสจนสว่าง                       	 ตื่นลุกปลุกผัวยิ้มหัวตรง                       	 ล้างหน้าแล้วพลันแก้ฝันไป                    	 C0_same_mattra	 ตรง        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002990	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  36	 ท่านขาคืนนี้ข้าเจ้าฝัน                      	 ว่าพระพิษณุกรรม์นายช่างใหญ่                   	 ถือแหวนประดับงามจับใจ                     	 เอามาส่งให้ไว้กับเรา                      	 ล้างหน้าแล้วพลันแก้ฝันไป                    	 ท่านขาคืนนี้ข้าเจ้าฝัน                       	 ว่าพระพิษณุกรรม์นายช่างใหญ่                   	 ถือแหวนประดับงามจับส้า                     	 เอามาส่งให้ไว้กับเรา                      	 C0_same_mattra	 ส้า         	 r2_w2_w3                           	 -                         	 N
neg_002991	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  37	 แล้วก็กลับไปสถานพิมานฟ้า                  	 เมียจะเกิดโรคาฤๅพ่อเจ้า                     	 ให้เมียรู้ประจักษ์ว่าหนักเบา                   	 ความฝันนั้นเล่ายังติดตา                     	 เอามาส่งให้ไว้กับเรา                      	 แล้วก็กลับไปสถานพิมานฟ้า                   	 เมียจะเกิดโรคาฤๅพ่อเจ้า                     	 ให้เมียรู้ประจักษ์ว่าหนักหวู่                    	 ความฝันนั้นเล่ายังติดตา                     	 C0_same_mattra	 หวู่         	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002992	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  38	 พันศรโยธาผู้ผัวแก้ว                       	 ฟังเมียเล่าแล้วหัวเราะร่า                     	 จึงทำนายฝันไปมิได้ช้า                       	 ว่าเจ้าฝันนั้นหนาจะมีครรภ์                   	 ความฝันนั้นเล่ายังติดตา                     	 พันศรโยธาผู้ผัวแก้ว                        	 ฟังเมียเล่าแล้วหัวเราะร่า                     	 จึงทำนายฝันไปมิได้แพัฤ                      	 ว่าเจ้าฝันนั้นหนาจะมีครรภ์                   	 C0_same_mattra	 แพัฤ        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002993	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  39	 ได้แหวนประดับลูกจะเป็นหญิง                	 รูปร่างงามจริงตละแกล้งสรร                   	 ด้วยเป็นแหวนของพระพิษณุกรรม์                	 จะเป็นช่างใครนั้นไม่ทันเลย                  	 ว่าเจ้าฝันนั้นหนาจะมีครรภ์                   	 ได้แหวนประดับลูกจะเป็นหญิง                 	 รูปร่างงามจริงตละแกล้งสรร                   	 ด้วยเป็นแหวนของพระพิษณุทร                  	 จะเป็นช่างใครนั้นไม่ทันเลย                  	 C0_same_mattra	 ทร         	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002994	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  40	 ศรีประจันรับพรหัวเราะร่า                  	 ให้ได้เหมือนปากว่าเถิดพ่อเอ๋ย                  	 ถ้าฉันนี้มีลูกได้ชมเชย                        	 ไม่อุ้มลูกใครเลยให้นินทา                    	 จะเป็นช่างใครนั้นไม่ทันเลย                  	 ศรีประจันรับพรหัวเราะร่า                   	 ให้ได้เหมือนปากว่าเถิดพ่อเอ๋ย                  	 ถ้าฉันนี้มีลูกได้ชมอ้อย                        	 ไม่อุ้มลูกใครเลยให้นินทา                    	 C0_same_mattra	 อ้อย        	 r2_w2_w3,r3_w3_w4                  	 -                         	 N
neg_002995	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  41	 จะกล่าวถึงนางเทพทอง                    	 ท้องนั้นโตใหญ่ขึ้นค้ำหน้า                       	 ลุกนั่งอึดอัดถัดไปมา                         	 ให้อยากเหล้าเนื้อพล่าตัวสั่นรัว                	 ไม่อุ้มลูกใครเลยให้นินทา                    	 จะกล่าวถึงนางเทพทอง                     	 ท้องนั้นโตใหญ่ขึ้นค้ำหน้า                       	 ลุกนั่งอึดอัดถัดไปไหว้                        	 ให้อยากเหล้าเนื้อพล่าตัวสั่นรัว                	 C0_same_mattra	 ไหว้        	 r1_w1_w2,r2_w2_w3,r3_w3_w4         	 -                         	 N
neg_002996	 negative	 r2_w2_w3	 khunChangKhunPhaen	 khunChangKhunPhaen_1 	  42	 น้ำลายไหลรี่ดังผีกระสือ                    	 ร้องไห้ครางฮืออ้อนวอนผัว                     	 เหมือนหนึ่งตาหลวงเข้าประจำตัว               	 ยิ่งให้กินตละยั่วยิ่งเป็นไป                    	 ให้อยากเหล้าเนื้อพล่าตัวสั่นรัว                	 น้ำลายไหลรี่ดังผีกระสือ                     	 ร้องไห้ครางฮืออ้อนวอนผัว                     	 เหมือนหนึ่งตาหลวงเข้าประจำใช้               	 ยิ่งให้กินตละยั่วยิ่งเป็นไป                    	 C0_same_mattra	 ใช้         	 r2_w2_w3                           	 -                         	 N
